C1,L1,Rp,Wn,Wn5,Wn6,Wvar,OscillationFrequency,PowerConsumption,OutputPower,PhaseNoise,TuningRange
1.25e-13,5e-09,4000.0,1.6e-06,1.1e-05,2.4e-06,4.5e-06,3270000000.0,0.00517,17.7,-98.28,324000000.0
1.25e-13,5e-09,4000.0,1.6e-06,1.1e-05,2.4e-06,5e-06,3200000000.0,0.00517,17.65,-101.1,341000000.0
1.25e-13,5e-09,4000.0,1.6e-06,1.1e-05,4e-06,4e-06,3270000000.0,0.0082,18.2,-98.17,292000000.0
1.25e-13,5e-09,4000.0,1.6e-06,1.1e-05,4e-06,3e-06,3430000000.0,0.0082,18.32,-90.86,255000000.0
1.25e-13,5e-09,4000.0,1.6e-06,1.1e-05,4e-06,3.5e-06,3340000000.0,0.0082,18.27,-92.34,285000000.0
1.25e-13,5e-09,4000.0,1.6e-06,1.1e-05,4e-06,4.5e-06,3190000000.0,0.0082,18.15,-92.26,304000000.0
1.25e-13,5e-09,4000.0,1.6e-06,1.1e-05,4e-06,5e-06,3130000000.0,0.0082,18.09,-92.28,328000000.0
1.25e-13,5e-09,4000.0,1.6e-06,1.2e-05,3.2e-06,4e-06,3310000000.0,0.00625,17.92,-86.68,297000000.0
1.25e-13,5e-09,4000.0,1.6e-06,1.2e-05,3.2e-06,3e-06,3470000000.0,0.00625,18.06,-87.68,254000000.0
1.25e-13,5e-09,4000.0,1.6e-06,1.2e-05,3.2e-06,3.5e-06,3390000000.0,0.00625,17.99,-95.49,272000000.0
1.25e-13,5e-09,4000.0,1.6e-06,1.2e-05,3.2e-06,4.5e-06,3240000000.0,0.00625,17.87,-95.35,311000000.0
1.25e-13,5e-09,4000.0,1.6e-06,1.2e-05,3.2e-06,5e-06,3170000000.0,0.00625,17.8,-96.13,338000000.0
1.25e-13,5e-09,4000.0,1.6e-06,1.2e-05,2.4e-06,4e-06,3350000000.0,0.00482,17.68,-100.7,307000000.0
1.25e-13,5e-09,4000.0,1.6e-06,1.2e-05,2.4e-06,3e-06,3510000000.0,0.00482,17.8,-95.08,262000000.0
1.25e-13,5e-09,4000.0,1.6e-06,1.2e-05,2.4e-06,3.5e-06,3420000000.0,0.00482,17.73,-94.66,296000000.0
1.25e-13,5e-09,4000.0,1.6e-06,1.2e-05,2.4e-06,4.5e-06,3280000000.0,0.00482,17.62,-97.91,330000000.0
1.25e-13,5e-09,4000.0,1.6e-06,1.2e-05,2.4e-06,5e-06,3210000000.0,0.00482,17.57,-99.92,345000000.0
1.25e-13,5e-09,4000.0,1.6e-06,1.2e-05,4e-06,4e-06,3280000000.0,0.00764,18.11,-95.75,305000000.0
1.25e-13,5e-09,4000.0,1.6e-06,1.2e-05,4e-06,3e-06,3440000000.0,0.00764,18.27,-95.67,259000000.0
1.25e-13,5e-09,4000.0,1.6e-06,1.2e-05,4e-06,3.5e-06,3360000000.0,0.00764,18.17,-98.83,280000000.0
1.25e-13,5e-09,4000.0,1.6e-06,1.2e-05,4e-06,4.5e-06,3210000000.0,0.00764,18.07,-94.97,302000000.0
1.25e-13,5e-09,4000.0,1.6e-06,1.2e-05,4e-06,5e-06,3140000000.0,0.00764,18.02,-91.08,318000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.1e-05,3.2e-06,4e-06,3070000000.0,0.00688,17.94,-91.83,242000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.1e-05,3.2e-06,3e-06,3200000000.0,0.00688,18.06,-94.24,201000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.1e-05,3.2e-06,3.5e-06,3130000000.0,0.00688,17.98,-95.15,237000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.1e-05,3.2e-06,4.5e-06,3010000000.0,0.00688,17.87,-95.9,266000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.1e-05,3.2e-06,5e-06,2950000000.0,0.00688,17.84,-93.86,276000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.1e-05,2.4e-06,4e-06,3100000000.0,0.00529,17.69,-98.28,254000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.1e-05,2.4e-06,3e-06,3230000000.0,0.00529,17.8,-98.29,214000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.1e-05,2.4e-06,3.5e-06,3160000000.0,0.00529,17.74,-94.39,233000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.1e-05,2.4e-06,4.5e-06,3040000000.0,0.00529,17.64,-98.1,262000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.1e-05,2.4e-06,5e-06,2990000000.0,0.00529,17.59,-103.3,284000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.1e-05,4e-06,4e-06,3030000000.0,0.00845,18.11,-91.58,248000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.1e-05,4e-06,3e-06,3170000000.0,0.00845,18.24,-91.97,216000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.1e-05,4e-06,3.5e-06,3100000000.0,0.00845,18.17,-91.3,233000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.1e-05,4e-06,4.5e-06,2970000000.0,0.00845,18.09,-91.61,247000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.1e-05,4e-06,5e-06,2920000000.0,0.00845,18.05,-87.49,263000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.2e-05,3.2e-06,4e-06,3070000000.0,0.00642,17.86,-97.81,244000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.2e-05,3.2e-06,3e-06,3210000000.0,0.00642,17.97,-96.64,212000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.2e-05,3.2e-06,3.5e-06,3140000000.0,0.00642,17.91,-95.35,228000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.2e-05,3.2e-06,4.5e-06,3020000000.0,0.00642,17.79,-94.82,266000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.2e-05,3.2e-06,5e-06,2960000000.0,0.00642,17.75,-98.36,276000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.2e-05,2.4e-06,4e-06,3110000000.0,0.00493,17.61,-98.48,251000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.2e-05,2.4e-06,3e-06,3240000000.0,0.00493,17.72,-96.97,209000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.2e-05,2.4e-06,3.5e-06,3170000000.0,0.00493,17.67,-87.09,228000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.2e-05,2.4e-06,4.5e-06,3050000000.0,0.00493,17.55,-100.0,272000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.2e-05,2.4e-06,5e-06,2990000000.0,0.00493,17.51,-95.65,277000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.2e-05,4e-06,4e-06,3050000000.0,0.00787,18.06,-93.58,237000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.2e-05,4e-06,3e-06,3180000000.0,0.00787,18.17,-92.98,207000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.2e-05,4e-06,3.5e-06,3110000000.0,0.00787,18.11,-99.83,228000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.2e-05,4e-06,4.5e-06,2990000000.0,0.00787,17.98,-93.83,265000000.0
1.25e-13,5e-09,4000.0,2.4e-06,1.2e-05,4e-06,5e-06,2930000000.0,0.00787,17.94,-94.07,276000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.1e-05,3.2e-06,4e-06,2970000000.0,0.00694,17.91,-95.94,219000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.1e-05,3.2e-06,3e-06,3090000000.0,0.00694,18.01,-94.42,194000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.1e-05,3.2e-06,3.5e-06,3030000000.0,0.00694,17.95,-94.58,209000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.1e-05,3.2e-06,4.5e-06,2910000000.0,0.00694,17.86,-95.24,231000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.1e-05,3.2e-06,5e-06,2860000000.0,0.00694,17.81,-95.79,249000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.1e-05,2.4e-06,4e-06,3000000000.0,0.00533,17.64,-98.66,232000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.1e-05,2.4e-06,3e-06,3120000000.0,0.00533,17.76,-97.75,185000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.1e-05,2.4e-06,3.5e-06,3060000000.0,0.00533,17.7,-96.87,207000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.1e-05,2.4e-06,4.5e-06,2950000000.0,0.00533,17.61,-98.36,241000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.1e-05,2.4e-06,5e-06,2900000000.0,0.00533,17.56,-99.05,253000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.1e-05,4e-06,4e-06,2940000000.0,0.00853,18.08,-91.88,227000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.1e-05,4e-06,3e-06,3060000000.0,0.00853,18.22,-91.72,187000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.1e-05,4e-06,3.5e-06,3000000000.0,0.00853,18.16,-93.18,207000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.1e-05,4e-06,4.5e-06,2880000000.0,0.00853,18.05,-94.53,231000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.1e-05,4e-06,5e-06,2830000000.0,0.00853,18.01,-100.1,245000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.2e-05,3.2e-06,4e-06,2980000000.0,0.00647,17.82,-99.64,227000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.2e-05,3.2e-06,3e-06,3100000000.0,0.00647,17.92,-95.69,194000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.2e-05,3.2e-06,3.5e-06,3030000000.0,0.00647,17.87,-96.17,207000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.2e-05,3.2e-06,4.5e-06,2920000000.0,0.00647,17.77,-96.47,239000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.2e-05,3.2e-06,5e-06,2870000000.0,0.00647,17.73,-96.66,251000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.2e-05,2.4e-06,4e-06,3010000000.0,0.00497,17.57,-99.74,233000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.2e-05,2.4e-06,3e-06,3120000000.0,0.00497,17.68,-99.75,194000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.2e-05,2.4e-06,3.5e-06,3060000000.0,0.00497,17.62,-98.64,217000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.2e-05,2.4e-06,4.5e-06,2950000000.0,0.00497,17.53,-99.41,245000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.2e-05,2.4e-06,5e-06,2900000000.0,0.00497,17.47,-99.29,264000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.2e-05,4e-06,4e-06,2950000000.0,0.00795,18.02,-93.71,218000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.2e-05,4e-06,3e-06,3070000000.0,0.00795,18.13,-93.69,190000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.2e-05,4e-06,3.5e-06,3010000000.0,0.00795,18.08,-93.58,205000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.2e-05,4e-06,4.5e-06,2890000000.0,0.00795,17.98,-95.84,233000000.0
1.25e-13,5e-09,4000.0,2.8e-06,1.2e-05,4e-06,5e-06,2840000000.0,0.00795,17.91,-95.24,246000000.0
1.25e-13,6e-09,1000.0,2e-06,1.1e-05,3.2e-06,4e-06,2930000000.0,0.00681,17.45,-93.59,249000000.0
1.25e-13,6e-09,1000.0,2e-06,1.1e-05,3.2e-06,3e-06,3070000000.0,0.00681,17.57,-93.83,218000000.0
1.25e-13,6e-09,1000.0,2e-06,1.1e-05,3.2e-06,3.5e-06,3000000000.0,0.00681,17.49,-101.5,244000000.0
1.25e-13,6e-09,1000.0,2e-06,1.1e-05,3.2e-06,4.5e-06,2870000000.0,0.00681,17.38,-91.7,276000000.0
1.25e-13,6e-09,1000.0,2e-06,1.1e-05,3.2e-06,5e-06,2810000000.0,0.00681,17.35,-94.79,288000000.0
1.25e-13,6e-09,1000.0,2e-06,1.1e-05,2.4e-06,4e-06,2960000000.0,0.00524,17.05,-95.42,265000000.0
1.25e-13,6e-09,1000.0,2e-06,1.1e-05,2.4e-06,3e-06,3100000000.0,0.00524,17.15,-100.7,230000000.0
1.25e-13,6e-09,1000.0,2e-06,1.1e-05,2.4e-06,3.5e-06,3020000000.0,0.00524,17.09,-81.7,253000000.0
1.25e-13,6e-09,1000.0,2e-06,1.1e-05,2.4e-06,4.5e-06,2900000000.0,0.00524,16.99,-95.11,286000000.0
1.25e-13,6e-09,1000.0,2e-06,1.1e-05,2.4e-06,5e-06,2840000000.0,0.00524,16.95,-92.26,295000000.0
1.25e-13,6e-09,1000.0,2e-06,1.1e-05,4e-06,4e-06,2910000000.0,0.00835,17.74,-98.04,253000000.0
1.25e-13,6e-09,1000.0,2e-06,1.1e-05,4e-06,3e-06,3050000000.0,0.00835,17.84,-96.86,225000000.0
1.25e-13,6e-09,1000.0,2e-06,1.1e-05,4e-06,3.5e-06,2980000000.0,0.00835,17.8,-89.19,240000000.0
1.25e-13,6e-09,1000.0,2e-06,1.1e-05,4e-06,4.5e-06,2850000000.0,0.00835,17.67,-96.6,261000000.0
1.25e-13,6e-09,1000.0,2e-06,1.1e-05,4e-06,5e-06,2790000000.0,0.00835,17.61,-92.54,284000000.0
1.25e-13,6e-09,1000.0,2e-06,1.2e-05,3.2e-06,4e-06,2940000000.0,0.00635,17.33,-96.27,253000000.0
1.25e-13,6e-09,1000.0,2e-06,1.2e-05,3.2e-06,3e-06,3080000000.0,0.00635,17.45,-94.12,218000000.0
1.25e-13,6e-09,1000.0,2e-06,1.2e-05,3.2e-06,3.5e-06,3010000000.0,0.00635,17.38,-99.7,238000000.0
1.25e-13,6e-09,1000.0,2e-06,1.2e-05,3.2e-06,4.5e-06,2880000000.0,0.00635,17.27,-98.59,272000000.0
1.25e-13,6e-09,1000.0,2e-06,1.2e-05,3.2e-06,5e-06,2820000000.0,0.00635,17.24,-95.56,290000000.0
1.25e-13,6e-09,1000.0,2e-06,1.2e-05,2.4e-06,4e-06,2960000000.0,0.00488,16.91,-100.5,262000000.0
1.25e-13,6e-09,1000.0,2e-06,1.2e-05,2.4e-06,3e-06,3100000000.0,0.00488,17.04,-97.35,225000000.0
1.25e-13,6e-09,1000.0,2e-06,1.2e-05,2.4e-06,3.5e-06,3030000000.0,0.00488,16.97,-91.38,249000000.0
1.25e-13,6e-09,1000.0,2e-06,1.2e-05,2.4e-06,4.5e-06,2900000000.0,0.00488,16.85,-99.91,294000000.0
1.25e-13,6e-09,1000.0,2e-06,1.2e-05,2.4e-06,5e-06,2850000000.0,0.00488,16.82,-92.61,301000000.0
1.25e-13,6e-09,1000.0,2e-06,1.2e-05,4e-06,4e-06,2920000000.0,0.00778,17.61,-93.82,257000000.0
1.25e-13,6e-09,1000.0,2e-06,1.2e-05,4e-06,3e-06,3060000000.0,0.00778,17.74,-91.92,222000000.0
1.25e-13,6e-09,1000.0,2e-06,1.2e-05,4e-06,3.5e-06,2990000000.0,0.00778,17.65,-95.98,240000000.0
1.25e-13,6e-09,1000.0,2e-06,1.2e-05,4e-06,4.5e-06,2860000000.0,0.00778,17.56,-96.08,265000000.0
1.25e-13,6e-09,1000.0,2e-06,1.2e-05,4e-06,5e-06,2800000000.0,0.00778,17.53,-99.54,276000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.1e-05,3.2e-06,4e-06,3190000000.0,0.00656,17.47,-84.11,312000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.1e-05,3.2e-06,3e-06,3360000000.0,0.00656,17.6,-80.3,281000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.1e-05,3.2e-06,3.5e-06,3270000000.0,0.00656,17.51,-94.34,298000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.1e-05,3.2e-06,4.5e-06,3110000000.0,0.00656,17.4,-94.18,343000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.1e-05,3.2e-06,5e-06,3040000000.0,0.00656,17.34,-96.99,358000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.1e-05,2.4e-06,4e-06,3210000000.0,0.00508,17.03,-98.53,353000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.1e-05,2.4e-06,3e-06,3390000000.0,0.00508,17.16,-98.21,291000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.1e-05,2.4e-06,3.5e-06,3300000000.0,0.00508,17.1,-60.19,327000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.1e-05,2.4e-06,4.5e-06,3130000000.0,0.00508,16.97,-105.6,371000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.1e-05,2.4e-06,5e-06,3060000000.0,0.00508,16.93,-97.41,372000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.1e-05,4e-06,4e-06,3160000000.0,0.008,17.74,-92.09,308000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.1e-05,4e-06,3e-06,3340000000.0,0.008,17.87,-88.55,284000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.1e-05,4e-06,3.5e-06,3250000000.0,0.008,17.82,-88.69,307000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.1e-05,4e-06,4.5e-06,3080000000.0,0.008,17.69,-93.6,333000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.1e-05,4e-06,5e-06,3010000000.0,0.008,17.63,-92.44,349000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.2e-05,3.2e-06,4e-06,3190000000.0,0.00612,17.33,-93.08,330000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.2e-05,3.2e-06,3e-06,3370000000.0,0.00612,17.47,-79.92,287000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.2e-05,3.2e-06,3.5e-06,3280000000.0,0.00612,17.4,-90.22,296000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.2e-05,3.2e-06,4.5e-06,3120000000.0,0.00612,17.28,-92.86,342000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.2e-05,3.2e-06,5e-06,3040000000.0,0.00612,17.22,-96.64,364000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.2e-05,2.4e-06,4e-06,3220000000.0,0.00473,16.89,-98.79,343000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.2e-05,2.4e-06,3e-06,3390000000.0,0.00473,17.03,-94.86,297000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.2e-05,2.4e-06,3.5e-06,3300000000.0,0.00473,16.95,-99.29,333000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.2e-05,2.4e-06,4.5e-06,3140000000.0,0.00473,16.84,-104.3,197000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.2e-05,2.4e-06,5e-06,3070000000.0,0.00473,16.79,-93.58,389000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.2e-05,4e-06,4e-06,3170000000.0,0.00746,17.65,-103.6,305000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.2e-05,4e-06,3e-06,3350000000.0,0.00746,17.78,-96.2,275000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.2e-05,4e-06,3.5e-06,3260000000.0,0.00746,17.71,-95.16,300000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.2e-05,4e-06,4.5e-06,3100000000.0,0.00746,17.57,-89.65,336000000.0
1.25e-13,6e-09,1000.0,1.2e-06,1.2e-05,4e-06,5e-06,3020000000.0,0.00746,17.53,-93.68,345000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.1e-05,3.2e-06,4e-06,3050000000.0,0.00671,17.46,-94.01,295000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.1e-05,3.2e-06,3e-06,3210000000.0,0.00671,17.56,-89.66,253000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.1e-05,3.2e-06,3.5e-06,3130000000.0,0.00671,17.5,-98.61,265000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.1e-05,3.2e-06,4.5e-06,2980000000.0,0.00671,17.4,-94.97,299000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.1e-05,3.2e-06,5e-06,2920000000.0,0.00671,17.36,-94.35,315000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.1e-05,2.4e-06,4e-06,3080000000.0,0.00517,17.04,-99.7,296000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.1e-05,2.4e-06,3e-06,3230000000.0,0.00517,17.16,-102.6,259000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.1e-05,2.4e-06,3.5e-06,3150000000.0,0.00517,17.11,-102.4,267000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.1e-05,2.4e-06,4.5e-06,3010000000.0,0.00517,17.0,-93.7,318000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.1e-05,2.4e-06,5e-06,2940000000.0,0.00517,16.94,-90.0,331000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.1e-05,4e-06,4e-06,3030000000.0,0.0082,17.75,-100.1,272000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.1e-05,4e-06,3e-06,3180000000.0,0.0082,17.87,-91.79,244000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.1e-05,4e-06,3.5e-06,3100000000.0,0.0082,17.78,-82.88,264000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.1e-05,4e-06,4.5e-06,2960000000.0,0.0082,17.67,-93.51,302000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.1e-05,4e-06,5e-06,2890000000.0,0.0082,17.62,-92.11,318000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.2e-05,3.2e-06,4e-06,3060000000.0,0.00625,17.34,-101.1,292000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.2e-05,3.2e-06,3e-06,3220000000.0,0.00625,17.47,-78.64,235000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.2e-05,3.2e-06,3.5e-06,3130000000.0,0.00625,17.39,-103.6,269000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.2e-05,3.2e-06,4.5e-06,2990000000.0,0.00625,17.27,-102.0,311000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.2e-05,3.2e-06,5e-06,2920000000.0,0.00625,17.22,-99.3,314000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.2e-05,2.4e-06,4e-06,3080000000.0,0.00482,16.92,-83.9,299000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.2e-05,2.4e-06,3e-06,3240000000.0,0.00482,17.04,-89.58,263000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.2e-05,2.4e-06,3.5e-06,3160000000.0,0.00482,16.97,-99.98,281000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.2e-05,2.4e-06,4.5e-06,3010000000.0,0.00482,16.85,-99.2,107000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.2e-05,2.4e-06,5e-06,2950000000.0,0.00482,16.8,-101.5,330000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.2e-05,4e-06,4e-06,3040000000.0,0.00764,17.62,-93.89,284000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.2e-05,4e-06,3e-06,3190000000.0,0.00764,17.74,-94.1,252000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.2e-05,4e-06,3.5e-06,3110000000.0,0.00764,17.68,-93.44,267000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.2e-05,4e-06,4.5e-06,2970000000.0,0.00764,17.57,-90.1,306000000.0
1.25e-13,6e-09,1000.0,1.6e-06,1.2e-05,4e-06,5e-06,2900000000.0,0.00764,17.53,-81.29,299000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.1e-05,3.2e-06,4e-06,2830000000.0,0.00688,17.43,-95.16,227000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.1e-05,3.2e-06,3e-06,2960000000.0,0.00688,17.53,-92.36,197000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.1e-05,3.2e-06,3.5e-06,2890000000.0,0.00688,17.48,-94.1,216000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.1e-05,3.2e-06,4.5e-06,2780000000.0,0.00688,17.38,-96.16,242000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.1e-05,3.2e-06,5e-06,2720000000.0,0.00688,17.32,-95.03,265000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.1e-05,2.4e-06,4e-06,2860000000.0,0.00529,17.03,-100.1,234000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.1e-05,2.4e-06,3e-06,2980000000.0,0.00529,17.15,-93.13,200000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.1e-05,2.4e-06,3.5e-06,2920000000.0,0.00529,17.08,-99.79,228000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.1e-05,2.4e-06,4.5e-06,2800000000.0,0.00529,16.99,-96.7,259000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.1e-05,2.4e-06,5e-06,2750000000.0,0.00529,16.94,-81.68,267000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.1e-05,4e-06,4e-06,2810000000.0,0.00845,17.7,-91.04,239000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.1e-05,4e-06,3e-06,2940000000.0,0.00845,17.81,-93.64,200000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.1e-05,4e-06,3.5e-06,2870000000.0,0.00845,17.76,-91.37,211000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.1e-05,4e-06,4.5e-06,2750000000.0,0.00845,17.66,-93.25,244000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.1e-05,4e-06,5e-06,2700000000.0,0.00845,17.59,-94.07,257000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.2e-05,3.2e-06,4e-06,2840000000.0,0.00642,17.31,-99.57,238000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.2e-05,3.2e-06,3e-06,2970000000.0,0.00642,17.42,-95.21,204000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.2e-05,3.2e-06,3.5e-06,2900000000.0,0.00642,17.38,-94.89,212000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.2e-05,3.2e-06,4.5e-06,2780000000.0,0.00642,17.25,-93.65,255000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.2e-05,3.2e-06,5e-06,2730000000.0,0.00642,17.21,-103.2,263000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.2e-05,2.4e-06,4e-06,2860000000.0,0.00493,16.91,-96.11,235000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.2e-05,2.4e-06,3e-06,2990000000.0,0.00493,17.02,-94.65,207000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.2e-05,2.4e-06,3.5e-06,2920000000.0,0.00493,16.96,-98.72,219000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.2e-05,2.4e-06,4.5e-06,2810000000.0,0.00493,16.86,-94.13,267000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.2e-05,2.4e-06,5e-06,2750000000.0,0.00493,16.8,-93.1,277000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.2e-05,4e-06,4e-06,2820000000.0,0.00787,17.61,-93.41,220000000.0
1.25e-13,6e-09,1000.0,2.4e-06,1.2e-05,4e-06,3e-06,2950000000.0,0.00787,17.7,-94.19,198000000.0
