VDD,Vgate,Wn,Rd,Bandwidth,PowerConsumption,VoltageGain
1.5,0.8,9e-06,600,367000000.0,0.00213,11.27
1.5,0.8,9e-06,700,329000000.0,0.00203,12.04
1.5,0.8,9e-06,800,302000000.0,0.00194,12.62
1.5,0.8,9e-06,900,284000000.0,0.00186,12.97
1.5,0.8,9e-06,1100,290000000.0,0.00171,12.19
1.5,0.8,9e-06,1200,347000000.0,0.00162,10.05
1.5,0.8,9e-06,1300,450000000.0,0.00154,6.92
1.5,0.8,9e-06,1400,567000000.0,0.00145,3.97
1.5,0.8,9e-06,1500,673000000.0,0.00137,1.59
1.5,0.8,1e-05,1000,326000000.0,0.00189,12.02
1.5,0.8,1e-05,500,431000000.0,0.00242,10.85
1.5,0.8,1e-05,600,378000000.0,0.00229,11.81
1.5,0.8,1e-05,700,341000000.0,0.00218,12.51
1.5,0.8,1e-05,800,317000000.0,0.00208,12.94
1.5,0.8,1e-05,900,307000000.0,0.00198,12.96
1.5,0.8,1e-05,1100,407000000.0,0.00178,9.38
1.5,0.8,1e-05,1200,543000000.0,0.00168,5.87
1.5,0.8,1e-05,1300,684000000.0,0.00157,2.84
1.5,0.8,1e-05,1400,804000000.0,0.00148,0.47
1.5,0.6,5e-06,1000,188000000.0,0.000298,6.79
1.5,0.6,5e-06,500,349000000.0,0.000325,1.93
1.5,0.6,5e-06,600,295000000.0,0.000319,3.27
1.5,0.6,5e-06,700,257000000.0,0.000313,4.36
1.5,0.6,5e-06,800,229000000.0,0.000308,5.29
1.5,0.6,5e-06,900,206000000.0,0.000303,6.09
1.5,0.6,5e-06,1100,173000000.0,0.000293,7.41
1.5,0.6,5e-06,1200,161000000.0,0.000289,7.96
1.5,0.6,5e-06,1300,151000000.0,0.000284,8.46
1.5,0.6,5e-06,1400,141000000.0,0.00028,8.91
1.5,0.6,5e-06,1500,134000000.0,0.000276,9.32
1.5,0.6,5e-06,1600,127000000.0,0.000272,9.7
1.5,0.6,5e-06,1700,120000000.0,0.000269,10.05
1.5,0.6,5e-06,1800,115000000.0,0.000265,10.37
1.5,0.6,5e-06,1900,110000000.0,0.000262,10.67
1.5,0.6,5e-06,2000,106000000.0,0.000258,10.95
1.5,0.6,5e-06,2100,102000000.0,0.000255,11.22
1.5,0.6,5e-06,2200,98000000.0,0.000252,11.46
1.5,0.6,5e-06,2300,94700000.0,0.000249,11.69
1.5,0.6,5e-06,2400,91700000.0,0.000246,11.91
1.5,0.6,5e-06,2500,88800000.0,0.000243,12.12
1.5,0.6,5e-06,2600,86100000.0,0.000241,12.31
1.5,0.6,5e-06,2700,83600000.0,0.000238,12.5
1.5,0.6,5e-06,2800,81200000.0,0.000235,12.68
1.5,0.6,5e-06,2900,79000000.0,0.000233,12.84
1.5,0.6,5e-06,3000,77100000.0,0.00023,13.0
1.5,0.6,3e-06,1000,178000000.0,0.000191,3.26
1.5,0.6,3e-06,700,246000000.0,0.000198,0.62
1.5,0.6,3e-06,800,218000000.0,0.000195,1.62
1.5,0.6,3e-06,900,195000000.0,0.000193,2.49
1.5,0.6,3e-06,1100,163000000.0,0.000189,3.94
1.5,0.6,3e-06,1200,151000000.0,0.000187,4.55
1.5,0.6,3e-06,1300,141000000.0,0.000185,5.11
1.5,0.6,3e-06,1400,132000000.0,0.000183,5.62
1.5,0.6,3e-06,1500,124000000.0,0.000181,6.08
1.5,0.6,3e-06,1600,117000000.0,0.00018,6.51
1.5,0.6,3e-06,1700,111000000.0,0.000178,6.91
1.5,0.6,3e-06,1800,106000000.0,0.000176,7.28
1.5,0.6,3e-06,1900,101000000.0,0.000175,7.63
1.5,0.6,3e-06,2000,96800000.0,0.000173,7.95
1.5,0.6,3e-06,2100,93000000.0,0.000171,8.26
1.5,0.6,3e-06,2200,89500000.0,0.00017,8.54
1.5,0.6,3e-06,2300,86300000.0,0.000168,8.81
1.5,0.6,3e-06,2400,83200000.0,0.000167,9.07
1.5,0.6,3e-06,2500,80300000.0,0.000166,9.31
1.5,0.6,3e-06,2600,77800000.0,0.000164,9.55
1.5,0.6,3e-06,2700,75500000.0,0.000163,9.77
1.5,0.6,3e-06,2800,73400000.0,0.000162,9.97
1.5,0.6,3e-06,2900,71400000.0,0.00016,10.17
1.5,0.6,3e-06,3000,69500000.0,0.000159,10.37
1.5,0.6,4e-06,1000,183000000.0,0.000246,5.29
1.5,0.6,4e-06,500,343000000.0,0.000265,0.25
1.5,0.6,4e-06,600,290000000.0,0.000261,1.63
1.5,0.6,4e-06,700,252000000.0,0.000257,2.76
1.5,0.6,4e-06,800,223000000.0,0.000253,3.73
1.5,0.6,4e-06,900,201000000.0,0.000249,4.56
1.5,0.6,4e-06,1100,168000000.0,0.000243,5.94
1.5,0.6,4e-06,1200,156000000.0,0.00024,6.52
1.5,0.6,4e-06,1300,146000000.0,0.000237,7.04
1.5,0.6,4e-06,1400,137000000.0,0.000234,7.52
1.5,0.6,4e-06,1500,129000000.0,0.000231,7.96
1.5,0.6,4e-06,1600,122000000.0,0.000228,8.36
1.5,0.6,4e-06,1700,116000000.0,0.000225,8.73
1.5,0.6,4e-06,1800,111000000.0,0.000223,9.08
1.5,0.6,4e-06,1900,106000000.0,0.00022,9.4
1.5,0.6,4e-06,2000,101000000.0,0.000218,9.7
1.5,0.6,4e-06,2100,97500000.0,0.000215,9.98
1.5,0.6,4e-06,2200,94000000.0,0.000213,10.24
1.5,0.6,4e-06,2300,90700000.0,0.000211,10.49
1.5,0.6,4e-06,2400,87700000.0,0.000209,10.73
1.5,0.6,4e-06,2500,84800000.0,0.000207,10.95
1.5,0.6,4e-06,2600,82100000.0,0.000205,11.16
1.5,0.6,4e-06,2700,79600000.0,0.000203,11.36
1.5,0.6,4e-06,2800,77400000.0,0.000201,11.55
1.5,0.6,4e-06,2900,75400000.0,0.000199,11.74
1.5,0.6,4e-06,3000,73500000.0,0.000197,11.91
1.5,0.6,6e-06,1000,193000000.0,0.000346,7.96
1.5,0.6,6e-06,500,354000000.0,0.000383,3.27
1.5,0.6,6e-06,600,301000000.0,0.000374,4.56
1.5,0.6,6e-06,700,262000000.0,0.000367,5.63
1.5,0.6,6e-06,800,234000000.0,0.00036,6.52
1.5,0.6,6e-06,900,211000000.0,0.000353,7.29
1.5,0.6,6e-06,1100,178000000.0,0.00034,8.55
1.5,0.6,6e-06,1200,166000000.0,0.000334,9.08
1.5,0.6,6e-06,1300,155000000.0,0.000329,9.55
1.5,0.6,6e-06,1400,146000000.0,0.000323,9.98
1.5,0.6,6e-06,1500,138000000.0,0.000318,10.37
1.5,0.6,6e-06,1600,131000000.0,0.000313,10.73
1.5,0.6,6e-06,1700,125000000.0,0.000309,11.06
1.5,0.6,6e-06,1800,119000000.0,0.000304,11.37
1.5,0.6,6e-06,1900,114000000.0,0.0003,11.65
1.5,0.6,6e-06,2000,110000000.0,0.000295,11.91
1.5,0.6,6e-06,2100,106000000.0,0.000291,12.16
1.5,0.6,6e-06,2200,102000000.0,0.000287,12.39
1.5,0.6,6e-06,2300,98400000.0,0.000284,12.61
1.5,0.6,6e-06,2400,95300000.0,0.00028,12.81
1.5,0.6,6e-06,2500,92400000.0,0.000276,13.0
1.5,0.6,6e-06,2600,89800000.0,0.000273,13.19
1.5,0.6,6e-06,2700,87200000.0,0.00027,13.36
1.5,0.6,6e-06,2800,84800000.0,0.000266,13.52
1.5,0.6,6e-06,2900,82500000.0,0.000263,13.68
1.5,0.6,6e-06,3000,80300000.0,0.00026,13.82
1.5,0.6,7e-06,1000,198000000.0,0.000392,8.91
1.5,0.6,7e-06,500,359000000.0,0.000438,4.37
1.5,0.6,7e-06,600,306000000.0,0.000428,5.63
1.5,0.6,7e-06,700,267000000.0,0.000418,6.66
1.5,0.6,7e-06,800,238000000.0,0.000409,7.52
1.5,0.6,7e-06,900,216000000.0,0.000401,8.27
1.5,0.6,7e-06,1100,183000000.0,0.000385,9.48
1.5,0.6,7e-06,1200,170000000.0,0.000377,9.98
1.5,0.6,7e-06,1300,159000000.0,0.00037,10.44
1.5,0.6,7e-06,1400,150000000.0,0.000364,10.85
1.5,0.6,7e-06,1500,142000000.0,0.000357,11.22
1.5,0.6,7e-06,1600,135000000.0,0.000351,11.56
1.5,0.6,7e-06,1700,129000000.0,0.000346,11.87
1.5,0.6,7e-06,1800,123000000.0,0.00034,12.16
1.5,0.6,7e-06,1900,118000000.0,0.000335,12.43
1.5,0.6,7e-06,2000,114000000.0,0.00033,12.68
1.5,0.6,7e-06,2100,109000000.0,0.000325,12.91
1.5,0.6,7e-06,2200,106000000.0,0.00032,13.13
1.5,0.6,7e-06,2300,102000000.0,0.000315,13.33
1.5,0.6,7e-06,2400,98600000.0,0.000311,13.52
1.5,0.6,7e-06,2500,95800000.0,0.000307,13.7
1.5,0.6,7e-06,2600,93100000.0,0.000303,13.87
1.5,0.6,7e-06,2700,90500000.0,0.000299,14.03
1.5,0.6,7e-06,2800,88100000.0,0.000295,14.19
1.5,0.6,7e-06,2900,85900000.0,0.000291,14.33
1.5,0.6,7e-06,3000,83700000.0,0.000287,14.47
1.5,0.6,8e-06,1000,202000000.0,0.000436,9.7
1.5,0.6,8e-06,500,364000000.0,0.000493,5.3
1.5,0.6,8e-06,600,311000000.0,0.00048,6.52
1.5,0.6,8e-06,700,272000000.0,0.000468,7.53
1.5,0.6,8e-06,800,243000000.0,0.000456,8.37
1.5,0.6,8e-06,900,220000000.0,0.000446,9.08
1.5,0.6,8e-06,1100,187000000.0,0.000427,10.25
1.5,0.6,8e-06,1200,174000000.0,0.000418,10.73
1.5,0.6,8e-06,1300,163000000.0,0.00041,11.17
1.5,0.6,8e-06,1400,154000000.0,0.000402,11.56
1.5,0.6,8e-06,1500,146000000.0,0.000394,11.92
1.5,0.6,8e-06,1600,139000000.0,0.000387,12.24
1.5,0.6,8e-06,1700,132000000.0,0.00038,12.54
1.5,0.6,8e-06,1800,127000000.0,0.000373,12.81
1.5,0.6,8e-06,1900,122000000.0,0.000367,13.07
1.5,0.6,8e-06,2000,117000000.0,0.000361,13.3
1.5,0.6,8e-06,2100,113000000.0,0.000355,13.52
1.5,0.6,8e-06,2200,109000000.0,0.00035,13.73
1.5,0.6,8e-06,2300,105000000.0,0.000345,13.92
1.5,0.6,8e-06,2400,102000000.0,0.000339,14.1
1.5,0.6,8e-06,2500,98900000.0,0.000334,14.27
1.5,0.6,8e-06,2600,96100000.0,0.00033,14.43
1.5,0.6,8e-06,2700,93600000.0,0.000325,14.58
1.5,0.6,8e-06,2800,91200000.0,0.000321,14.72
1.5,0.6,8e-06,2900,88900000.0,0.000316,14.86
1.5,0.6,8e-06,3000,86700000.0,0.000312,14.99
1.5,0.6,9e-06,1000,206000000.0,0.000478,10.38
1.5,0.6,9e-06,500,369000000.0,0.000545,6.1
1.5,0.6,9e-06,600,316000000.0,0.000529,7.29
1.5,0.6,9e-06,700,277000000.0,0.000515,8.27
1.5,0.6,9e-06,800,248000000.0,0.000502,9.08
1.5,0.6,9e-06,900,225000000.0,0.000489,9.78
1.5,0.6,9e-06,1100,191000000.0,0.000467,10.9
1.5,0.6,9e-06,1200,178000000.0,0.000456,11.37
1.5,0.6,9e-06,1300,167000000.0,0.000447,11.79
1.5,0.6,9e-06,1400,158000000.0,0.000437,12.16
1.5,0.6,9e-06,1500,150000000.0,0.000429,12.5
1.5,0.6,9e-06,1600,142000000.0,0.00042,12.81
1.5,0.6,9e-06,1700,136000000.0,0.000412,13.1
1.5,0.6,9e-06,1800,130000000.0,0.000405,13.36
1.5,0.6,9e-06,1900,125000000.0,0.000397,13.6
1.5,0.6,9e-06,2000,120000000.0,0.000391,13.83
1.5,0.6,9e-06,2100,116000000.0,0.000384,14.03
1.5,0.6,9e-06,2200,112000000.0,0.000378,14.23
1.5,0.6,9e-06,2300,109000000.0,0.000372,14.41
1.5,0.6,9e-06,2400,105000000.0,0.000366,14.58
1.5,0.6,9e-06,2500,102000000.0,0.00036,14.74
1.5,0.6,9e-06,2600,99000000.0,0.000355,14.89
1.5,0.6,9e-06,2700,96400000.0,0.000349,15.04
1.5,0.6,9e-06,2800,94000000.0,0.000344,15.17
1.5,0.6,9e-06,2900,91700000.0,0.00034,15.3
1.5,0.6,9e-06,3000,89500000.0,0.000335,15.42
1.5,0.6,1e-05,1000,210000000.0,0.000517,10.96
1.5,0.6,1e-05,500,374000000.0,0.000596,6.79
1.5,0.6,1e-05,600,320000000.0,0.000578,7.96
1.5,0.6,1e-05,700,281000000.0,0.000561,8.91
1.5,0.6,1e-05,800,252000000.0,0.000545,9.7
1.5,0.6,1e-05,900,229000000.0,0.000531,10.38
1.5,0.6,1e-05,1100,195000000.0,0.000505,11.47
1.5,0.6,1e-05,1200,182000000.0,0.000493,11.92
1.5,0.6,1e-05,1300,171000000.0,0.000481,12.32
1.5,0.6,1e-05,1400,161000000.0,0.000471,12.68
1.5,0.6,1e-05,1500,153000000.0,0.000461,13.01
1.5,0.6,1e-05,1600,146000000.0,0.000452,13.3
1.5,0.6,1e-05,1700,139000000.0,0.000443,13.58
1.5,0.6,1e-05,1800,133000000.0,0.000434,13.83
1.5,0.6,1e-05,1900,128000000.0,0.000426,14.06
1.5,0.6,1e-05,2000,123000000.0,0.000418,14.27
1.5,0.6,1e-05,2100,119000000.0,0.000411,14.47
1.5,0.6,1e-05,2200,115000000.0,0.000404,14.65
1.5,0.6,1e-05,2300,111000000.0,0.000397,14.83
1.5,0.6,1e-05,2400,108000000.0,0.00039,14.99
1.5,0.6,1e-05,2500,105000000.0,0.000384,15.14
1.5,0.6,1e-05,2600,102000000.0,0.000378,15.29
1.5,0.6,1e-05,2700,99100000.0,0.000372,15.42
1.5,0.6,1e-05,2800,96600000.0,0.000367,15.55
1.5,0.6,1e-05,2900,94300000.0,0.000361,15.67
1.5,0.6,1e-05,3000,92100000.0,0.000356,15.78
1.5,0.65,5e-06,1000,198000000.0,0.000484,8.79
1.5,0.65,5e-06,500,360000000.0,0.00054,4.13
1.5,0.65,5e-06,600,306000000.0,0.000528,5.42
1.5,0.65,5e-06,700,268000000.0,0.000516,6.47
1.5,0.65,5e-06,800,239000000.0,0.000504,7.36
1.5,0.65,5e-06,900,216000000.0,0.000494,8.12
1.5,0.65,5e-06,1100,183000000.0,0.000474,9.37
1.5,0.65,5e-06,1200,170000000.0,0.000465,9.89
1.5,0.65,5e-06,1300,160000000.0,0.000457,10.36
1.5,0.65,5e-06,1400,151000000.0,0.000449,10.78
1.5,0.65,5e-06,1500,143000000.0,0.000441,11.17
1.5,0.65,5e-06,1600,136000000.0,0.000433,11.52
1.5,0.65,5e-06,1700,129000000.0,0.000426,11.84
1.5,0.65,5e-06,1800,124000000.0,0.000419,12.14
1.5,0.65,5e-06,1900,119000000.0,0.000412,12.42
1.5,0.65,5e-06,2000,114000000.0,0.000406,12.68
1.5,0.65,5e-06,2100,110000000.0,0.0004,12.91
1.5,0.65,5e-06,2200,106000000.0,0.000394,13.14
1.5,0.65,5e-06,2300,103000000.0,0.000388,13.35
1.5,0.65,5e-06,2400,99600000.0,0.000383,13.55
1.5,0.65,5e-06,2500,96700000.0,0.000378,13.73
1.5,0.65,5e-06,2600,94100000.0,0.000372,13.91
1.5,0.65,5e-06,2700,91600000.0,0.000367,14.07
1.5,0.65,5e-06,2800,89200000.0,0.000363,14.23
1.5,0.65,5e-06,2900,87000000.0,0.000358,14.37
1.5,0.65,5e-06,3000,84900000.0,0.000353,14.52
1.5,0.65,3e-06,1000,184000000.0,0.000316,5.41
1.5,0.65,3e-06,500,344000000.0,0.000341,0.33
1.5,0.65,3e-06,600,291000000.0,0.000335,1.71
1.5,0.65,3e-06,700,253000000.0,0.00033,2.86
1.5,0.65,3e-06,800,224000000.0,0.000325,3.83
1.5,0.65,3e-06,900,202000000.0,0.000321,4.67
1.5,0.65,3e-06,1100,169000000.0,0.000312,6.07
1.5,0.65,3e-06,1200,157000000.0,0.000308,6.66
1.5,0.65,3e-06,1300,147000000.0,0.000304,7.19
1.5,0.65,3e-06,1400,138000000.0,0.0003,7.67
1.5,0.65,3e-06,1500,130000000.0,0.000296,8.12
1.5,0.65,3e-06,1600,123000000.0,0.000292,8.52
1.5,0.65,3e-06,1700,117000000.0,0.000289,8.9
1.5,0.65,3e-06,1800,112000000.0,0.000285,9.25
1.5,0.65,3e-06,1900,107000000.0,0.000282,9.58
1.5,0.65,3e-06,2000,102000000.0,0.000279,9.89
1.5,0.65,3e-06,2100,98400000.0,0.000276,10.17
1.5,0.65,3e-06,2200,95000000.0,0.000273,10.44
1.5,0.65,3e-06,2300,91700000.0,0.00027,10.7
1.5,0.65,3e-06,2400,88700000.0,0.000267,10.94
1.5,0.65,3e-06,2500,85900000.0,0.000264,11.16
1.5,0.65,3e-06,2600,83200000.0,0.000261,11.38
1.5,0.65,3e-06,2700,80600000.0,0.000259,11.58
1.5,0.65,3e-06,2800,78400000.0,0.000256,11.78
1.5,0.65,3e-06,2900,76400000.0,0.000254,11.96
1.5,0.65,3e-06,3000,74500000.0,0.000251,12.14
1.5,0.65,4e-06,1000,191000000.0,0.000403,7.36
1.5,0.65,4e-06,500,352000000.0,0.000443,2.5
1.5,0.65,4e-06,600,299000000.0,0.000434,3.83
1.5,0.65,4e-06,700,260000000.0,0.000426,4.93
1.5,0.65,4e-06,800,232000000.0,0.000418,5.86
1.5,0.65,4e-06,900,209000000.0,0.000411,6.66
1.5,0.65,4e-06,1100,176000000.0,0.000397,7.98
1.5,0.65,4e-06,1200,164000000.0,0.00039,8.53
1.5,0.65,4e-06,1300,153000000.0,0.000384,9.03
1.5,0.65,4e-06,1400,144000000.0,0.000378,9.48
1.5,0.65,4e-06,1500,136000000.0,0.000372,9.89
1.5,0.65,4e-06,1600,130000000.0,0.000367,10.27
1.5,0.65,4e-06,1700,123000000.0,0.000361,10.62
1.5,0.65,4e-06,1800,118000000.0,0.000356,10.94
1.5,0.65,4e-06,1900,113000000.0,0.000351,11.24
1.5,0.65,4e-06,2000,109000000.0,0.000346,11.52
1.5,0.65,4e-06,2100,105000000.0,0.000342,11.78
1.5,0.65,4e-06,2200,101000000.0,0.000337,12.02
1.5,0.65,4e-06,2300,97400000.0,0.000333,12.25
1.5,0.65,4e-06,2400,94400000.0,0.000329,12.47
1.5,0.65,4e-06,2500,91600000.0,0.000325,12.67
1.5,0.65,4e-06,2600,88900000.0,0.000321,12.87
1.5,0.65,4e-06,2700,86400000.0,0.000317,13.05
1.5,0.65,4e-06,2800,84100000.0,0.000313,13.22
1.5,0.65,4e-06,2900,81800000.0,0.00031,13.39
1.5,0.65,4e-06,3000,79700000.0,0.000306,13.54
1.5,0.65,6e-06,1000,204000000.0,0.000559,9.89
1.5,0.65,6e-06,500,367000000.0,0.000633,5.42
1.5,0.65,6e-06,600,313000000.0,0.000616,6.66
1.5,0.65,6e-06,700,274000000.0,0.0006,7.68
1.5,0.65,6e-06,800,245000000.0,0.000585,8.53
1.5,0.65,6e-06,900,222000000.0,0.000572,9.26
1.5,0.65,6e-06,1100,189000000.0,0.000546,10.45
1.5,0.65,6e-06,1200,176000000.0,0.000535,10.94
1.5,0.65,6e-06,1300,166000000.0,0.000523,11.38
1.5,0.65,6e-06,1400,156000000.0,0.000513,11.78
1.5,0.65,6e-06,1500,148000000.0,0.000503,12.14
1.5,0.65,6e-06,1600,141000000.0,0.000494,12.47
1.5,0.65,6e-06,1700,135000000.0,0.000484,12.78
1.5,0.65,6e-06,1800,129000000.0,0.000476,13.05
1.5,0.65,6e-06,1900,124000000.0,0.000467,13.31
1.5,0.65,6e-06,2000,119000000.0,0.00046,13.55
1.5,0.65,6e-06,2100,115000000.0,0.000452,13.77
1.5,0.65,6e-06,2200,112000000.0,0.000445,13.97
1.5,0.65,6e-06,2300,108000000.0,0.000437,14.17
1.5,0.65,6e-06,2400,105000000.0,0.000431,14.35
1.5,0.65,6e-06,2500,102000000.0,0.000424,14.52
1.5,0.65,6e-06,2600,98700000.0,0.000418,14.68
1.5,0.65,6e-06,2700,96200000.0,0.000412,14.83
1.5,0.65,6e-06,2800,93900000.0,0.000406,14.97
1.5,0.65,6e-06,2900,91600000.0,0.0004,15.1
1.5,0.65,6e-06,3000,89500000.0,0.000395,15.23
1.5,0.65,7e-06,1000,210000000.0,0.000628,10.79
1.5,0.65,7e-06,500,374000000.0,0.000722,6.48
1.5,0.65,7e-06,600,320000000.0,0.0007,7.68
1.5,0.65,7e-06,700,281000000.0,0.00068,8.66
1.5,0.65,7e-06,800,252000000.0,0.000662,9.48
1.5,0.65,7e-06,900,229000000.0,0.000644,10.18
1.5,0.65,7e-06,1100,195000000.0,0.000613,11.32
1.5,0.65,7e-06,1200,182000000.0,0.000599,11.78
1.5,0.65,7e-06,1300,171000000.0,0.000585,12.2
1.5,0.65,7e-06,1400,162000000.0,0.000572,12.58
1.5,0.65,7e-06,1500,154000000.0,0.00056,12.92
1.5,0.65,7e-06,1600,147000000.0,0.000549,13.23
1.5,0.65,7e-06,1700,140000000.0,0.000538,13.51
1.5,0.65,7e-06,1800,134000000.0,0.000527,13.77
1.5,0.65,7e-06,1900,129000000.0,0.000517,14.01
1.5,0.65,7e-06,2000,124000000.0,0.000508,14.23
1.5,0.65,7e-06,2100,120000000.0,0.000499,14.43
1.5,0.65,7e-06,2200,116000000.0,0.00049,14.63
1.5,0.65,7e-06,2300,113000000.0,0.000482,14.8
1.5,0.65,7e-06,2400,109000000.0,0.000474,14.97
1.5,0.65,7e-06,2500,106000000.0,0.000466,15.13
1.5,0.65,7e-06,2600,103000000.0,0.000458,15.27
1.5,0.65,7e-06,2700,101000000.0,0.000451,15.41
1.5,0.65,7e-06,2800,98100000.0,0.000444,15.54
1.5,0.65,7e-06,2900,95800000.0,0.000438,15.67
1.5,0.65,7e-06,3000,93700000.0,0.000431,15.79
1.5,0.65,8e-06,1000,216000000.0,0.000693,11.52
1.5,0.65,8e-06,500,380000000.0,0.000807,7.37
1.5,0.65,8e-06,600,326000000.0,0.000781,8.54
1.5,0.65,8e-06,700,287000000.0,0.000756,9.48
1.5,0.65,8e-06,800,258000000.0,0.000734,10.27
1.5,0.65,8e-06,900,235000000.0,0.000713,10.95
1.5,0.65,8e-06,1100,201000000.0,0.000675,12.03
1.5,0.65,8e-06,1200,188000000.0,0.000658,12.47
1.5,0.65,8e-06,1300,177000000.0,0.000642,12.87
1.5,0.65,8e-06,1400,167000000.0,0.000627,13.23
1.5,0.65,8e-06,1500,159000000.0,0.000613,13.55
1.5,0.65,8e-06,1600,152000000.0,0.000599,13.84
1.5,0.65,8e-06,1700,145000000.0,0.000587,14.1
1.5,0.65,8e-06,1800,139000000.0,0.000574,14.35
1.5,0.65,8e-06,1900,134000000.0,0.000563,14.57
1.5,0.65,8e-06,2000,129000000.0,0.000552,14.78
1.5,0.65,8e-06,2100,125000000.0,0.000541,14.97
1.5,0.65,8e-06,2200,121000000.0,0.000531,15.15
1.5,0.65,8e-06,2300,117000000.0,0.000522,15.32
1.5,0.65,8e-06,2400,114000000.0,0.000512,15.47
1.5,0.65,8e-06,2500,111000000.0,0.000504,15.62
1.5,0.65,8e-06,2600,108000000.0,0.000495,15.75
1.5,0.65,8e-06,2700,105000000.0,0.000487,15.88
1.5,0.65,8e-06,2800,102000000.0,0.000479,16.0
1.5,0.65,8e-06,2900,99700000.0,0.000471,16.12
1.5,0.65,8e-06,3000,97500000.0,0.000464,16.22
1.5,0.65,9e-06,1000,221000000.0,0.000755,12.15
1.5,0.65,9e-06,500,387000000.0,0.000889,8.13
1.5,0.65,9e-06,600,333000000.0,0.000858,9.27
1.5,0.65,9e-06,700,293000000.0,0.000829,10.18
1.5,0.65,9e-06,800,264000000.0,0.000802,10.95
1.5,0.65,9e-06,900,240000000.0,0.000778,11.59
1.5,0.65,9e-06,1100,206000000.0,0.000734,12.63
1.5,0.65,9e-06,1200,193000000.0,0.000714,13.05
1.5,0.65,9e-06,1300,182000000.0,0.000695,13.43
1.5,0.65,9e-06,1400,172000000.0,0.000678,13.77
1.5,0.65,9e-06,1500,164000000.0,0.000662,14.07
1.5,0.65,9e-06,1600,156000000.0,0.000646,14.35
1.5,0.65,9e-06,1700,150000000.0,0.000632,14.6
1.5,0.65,9e-06,1800,144000000.0,0.000618,14.83
1.5,0.65,9e-06,1900,138000000.0,0.000605,15.04
1.5,0.65,9e-06,2000,134000000.0,0.000592,15.23
1.5,0.65,9e-06,2100,129000000.0,0.00058,15.41
1.5,0.65,9e-06,2200,125000000.0,0.000569,15.58
1.5,0.65,9e-06,2300,121000000.0,0.000558,15.74
1.5,0.65,9e-06,2400,118000000.0,0.000548,15.88
1.5,0.65,9e-06,2500,115000000.0,0.000538,16.02
1.5,0.65,9e-06,2600,112000000.0,0.000528,16.14
1.5,0.65,9e-06,2700,109000000.0,0.000519,16.26
1.5,0.65,9e-06,2800,106000000.0,0.00051,16.38
1.5,0.65,9e-06,2900,104000000.0,0.000502,16.48
1.5,0.65,9e-06,3000,101000000.0,0.000494,16.58
1.5,0.65,1e-05,1000,227000000.0,0.000813,12.68
1.5,0.65,1e-05,500,393000000.0,0.000968,8.79
1.5,0.65,1e-05,600,339000000.0,0.000931,9.9
1.5,0.65,1e-05,700,299000000.0,0.000898,10.79
1.5,0.65,1e-05,800,269000000.0,0.000867,11.52
1.5,0.65,1e-05,900,246000000.0,0.000839,12.15
1.5,0.65,1e-05,1100,211000000.0,0.000789,13.14
1.5,0.65,1e-05,1200,198000000.0,0.000766,13.55
1.5,0.65,1e-05,1300,187000000.0,0.000745,13.91
1.5,0.65,1e-05,1400,177000000.0,0.000726,14.23
1.5,0.65,1e-05,1500,168000000.0,0.000707,14.52
1.5,0.65,1e-05,1600,161000000.0,0.00069,14.78
1.5,0.65,1e-05,1700,154000000.0,0.000673,15.02
1.5,0.65,1e-05,1800,148000000.0,0.000658,15.23
1.5,0.65,1e-05,1900,143000000.0,0.000643,15.43
1.5,0.65,1e-05,2000,138000000.0,0.000629,15.62
1.5,0.65,1e-05,2100,133000000.0,0.000616,15.79
1.5,0.65,1e-05,2200,129000000.0,0.000604,15.94
1.5,0.65,1e-05,2300,125000000.0,0.000592,16.09
1.5,0.65,1e-05,2400,121000000.0,0.00058,16.22
1.5,0.65,1e-05,2500,118000000.0,0.000569,16.35
1.5,0.65,1e-05,2600,115000000.0,0.000559,16.47
1.5,0.65,1e-05,2700,112000000.0,0.000549,16.58
1.5,0.65,1e-05,2800,110000000.0,0.000539,16.68
1.5,0.65,1e-05,2900,107000000.0,0.00053,16.78
1.5,0.65,1e-05,3000,105000000.0,0.000521,16.87
1.5,0.7,5e-06,1000,206000000.0,0.000706,9.94
1.5,0.7,5e-06,500,368000000.0,0.000802,5.4
1.5,0.7,5e-06,600,314000000.0,0.00078,6.66
1.5,0.7,5e-06,700,276000000.0,0.00076,7.69
1.5,0.7,5e-06,800,247000000.0,0.000741,8.56
1.5,0.7,5e-06,900,224000000.0,0.000723,9.3
1.5,0.7,5e-06,1100,191000000.0,0.00069,10.51
1.5,0.7,5e-06,1200,178000000.0,0.000675,11.01
1.5,0.7,5e-06,1300,167000000.0,0.000661,11.45
1.5,0.7,5e-06,1400,158000000.0,0.000647,11.86
1.5,0.7,5e-06,1500,150000000.0,0.000634,12.22
1.5,0.7,5e-06,1600,143000000.0,0.000622,12.55
1.5,0.7,5e-06,1700,137000000.0,0.00061,12.86
1.5,0.7,5e-06,1800,131000000.0,0.000599,13.13
1.5,0.7,5e-06,1900,126000000.0,0.000588,13.39
1.5,0.7,5e-06,2000,122000000.0,0.000578,13.63
1.5,0.7,5e-06,2100,117000000.0,0.000568,13.85
1.5,0.7,5e-06,2200,114000000.0,0.000558,14.05
1.5,0.7,5e-06,2300,110000000.0,0.000549,14.25
1.5,0.7,5e-06,2400,107000000.0,0.00054,14.42
