L1p,L1s,L3p,L3s,Lm,Wn1,Wn2,S11,S22,LargeSignalPowerGain,PAE,DrainEfficiency,PSAT,PowerConsumption
1.75e-10,1.2e-10,2.38e-10,9e-11,8.75e-11,1.9e-05,4e-05,-0.288,-7.585,8.702,3.204,5.39,-0.459,0.0155
1.75e-10,1.2e-10,2.38e-10,9e-11,8.75e-11,2.5e-05,3.2e-05,-0.475,-3.605,12.22,4.294,6.262,0.55,0.0156
1.75e-10,1.2e-10,2.38e-10,9e-11,8.75e-11,2.5e-05,2.4e-05,-0.499,-1.689,14.11,4.014,5.547,-0.454,0.0137
1.75e-10,1.2e-10,2.38e-10,9e-11,8.75e-11,2.5e-05,2.8e-05,-0.484,-2.456,13.29,4.193,5.958,0.154,0.0147
1.75e-10,1.2e-10,2.38e-10,9e-11,8.75e-11,2.5e-05,3.6e-05,-0.47,-5.245,10.95,4.256,6.346,0.686,0.0165
1.75e-10,1.2e-10,2.38e-10,9e-11,8.75e-11,2.5e-05,4e-05,-0.467,-7.436,9.542,3.906,6.135,0.593,0.0174
1.75e-10,1.2e-10,2.38e-10,9e-11,8.75e-11,2.8e-05,3.2e-05,-0.522,-3.493,11.76,4.084,6.285,0.724,0.0166
1.75e-10,1.2e-10,2.38e-10,9e-11,8.75e-11,2.8e-05,2.4e-05,-0.536,-1.706,13.43,3.809,5.576,-0.309,0.0147
1.75e-10,1.2e-10,2.38e-10,9e-11,8.75e-11,2.8e-05,2.8e-05,-0.526,-2.406,12.68,3.957,5.966,0.306,0.0156
1.75e-10,1.2e-10,2.38e-10,9e-11,8.75e-11,2.8e-05,3.6e-05,-0.521,-5.074,10.65,4.103,6.401,0.887,0.0175
1.75e-10,1.2e-10,2.38e-10,9e-11,8.75e-11,2.8e-05,4e-05,-0.522,-7.213,9.373,3.855,6.24,0.826,0.0184
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,2.2e-05,3.2e-05,-0.447,-4.23,12.9,3.901,5.559,-0.597,0.0146
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,2.2e-05,2.4e-05,-0.471,-2.115,15.75,3.428,4.734,-1.788,0.0127
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,2.2e-05,2.8e-05,-0.455,-3.045,14.46,3.628,5.066,-1.17,0.0136
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,2.2e-05,3.6e-05,-0.443,-5.7,11.26,3.85,5.649,-0.46,0.0155
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,2.2e-05,4e-05,-0.441,-7.424,9.615,3.229,5.284,-0.662,0.0164
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,1.6e-05,3.2e-05,-0.213,-4.37,11.96,3.738,5.252,-1.497,0.0126
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,1.6e-05,2.4e-05,-0.216,-1.944,14.59,3.389,4.656,-2.536,0.0108
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,1.6e-05,2.8e-05,-0.215,-3.046,13.58,3.61,4.942,-1.951,0.0117
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,1.6e-05,3.6e-05,-0.211,-5.922,10.19,3.254,5.061,-1.52,0.0135
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,1.6e-05,4e-05,-0.21,-7.686,8.433,2.216,4.153,-2.152,0.0145
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,1.9e-05,3.2e-05,-0.315,-4.333,12.74,3.909,5.472,-0.973,0.0136
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,1.9e-05,2.4e-05,-0.327,-2.044,15.57,3.455,4.734,-2.111,0.0117
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,1.9e-05,2.8e-05,-0.32,-3.079,14.37,3.665,5.04,-1.51,0.0127
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,1.9e-05,3.6e-05,-0.312,-5.84,11.01,3.694,5.463,-0.889,0.0145
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,1.9e-05,4e-05,-0.31,-7.579,9.296,2.841,4.888,-1.226,0.0154
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,2.5e-05,3.2e-05,-0.549,-4.06,12.51,3.757,5.596,-0.313,0.0155
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,2.5e-05,2.4e-05,-0.563,-2.074,15.17,3.271,4.715,-1.541,0.0137
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,2.5e-05,2.8e-05,-0.552,-2.918,13.94,3.464,5.076,-0.897,0.0146
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,2.5e-05,3.6e-05,-0.55,-5.517,11.0,3.779,5.742,-0.145,0.0165
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,2.5e-05,4e-05,-0.552,-7.245,9.459,3.349,5.491,-0.284,0.0174
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,2.8e-05,3.2e-05,-0.572,-3.893,11.66,3.45,5.601,-0.126,0.0165
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,2.8e-05,2.4e-05,-0.559,-1.959,13.94,2.973,4.692,-1.379,0.0147
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,2.8e-05,2.8e-05,-0.564,-2.763,12.89,3.152,5.073,-0.713,0.0156
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,2.8e-05,3.6e-05,-0.579,-5.357,10.3,3.513,5.778,0.062,0.0174
1.75e-10,1.2e-10,2.38e-10,9e-11,2.63e-10,2.8e-05,4e-05,-0.585,-7.108,8.868,3.193,5.59,-0.039,0.0184
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,2.2e-05,3.2e-05,-0.41,-5.085,13.61,9.397,11.73,2.588,0.0146
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,2.2e-05,2.4e-05,-0.423,-10.92,20.82,16.4,18.26,3.963,0.0127
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,2.2e-05,2.8e-05,-0.414,-7.165,17.23,13.44,15.45,3.512,0.0137
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,2.2e-05,3.6e-05,-0.407,-4.033,10.37,5.506,8.105,1.239,0.0155
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,2.2e-05,4e-05,-0.405,-3.437,7.565,2.549,4.986,-0.617,0.0164
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,1.6e-05,3.2e-05,-0.211,-4.7,12.12,8.206,10.67,1.581,0.0126
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,1.6e-05,2.4e-05,-0.213,-8.78,19.34,16.85,18.67,3.384,0.0108
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,1.6e-05,2.8e-05,-0.212,-6.311,15.78,13.2,15.36,2.825,0.0117
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,1.6e-05,3.6e-05,-0.211,-3.84,8.849,3.723,6.104,-0.529,0.0135
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,1.6e-05,4e-05,-0.21,-3.33,5.999,1.311,3.214,-3.041,0.0145
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,1.9e-05,3.2e-05,-0.298,-4.864,13.1,9.095,11.49,2.217,0.0136
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,1.9e-05,2.4e-05,-0.305,-9.566,20.38,16.79,18.53,3.727,0.0118
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,1.9e-05,2.8e-05,-0.3,-6.651,16.76,13.55,15.54,3.237,0.0127
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,1.9e-05,3.6e-05,-0.297,-3.926,9.838,4.859,7.421,0.604,0.0145
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,1.9e-05,4e-05,-0.295,-3.379,6.999,2.018,4.226,-1.572,0.0154
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,2.5e-05,3.2e-05,-0.512,-5.316,13.63,9.301,11.73,2.807,0.0156
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,2.5e-05,2.4e-05,-0.522,-12.71,20.61,15.81,18.06,4.119,0.0137
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,2.5e-05,2.8e-05,-0.514,-7.783,17.15,13.04,15.3,3.692,0.0146
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,2.5e-05,3.6e-05,-0.51,-4.135,10.46,5.722,8.376,1.584,0.0165
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,2.5e-05,4e-05,-0.509,-3.488,7.715,2.862,5.444,-0.048,0.0174
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,2.8e-05,3.2e-05,-0.556,-5.434,13.13,8.888,11.63,2.923,0.0165
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,2.8e-05,2.4e-05,-0.549,-13.49,19.74,14.98,17.91,4.213,0.0147
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,2.8e-05,2.8e-05,-0.553,-8.176,16.51,12.35,15.12,3.791,0.0156
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,2.8e-05,3.6e-05,-0.558,-4.173,10.07,5.58,8.425,1.759,0.0175
1.75e-10,1.2e-10,7.13e-10,6e-11,1.75e-10,2.8e-05,4e-05,-0.561,-3.5,7.404,2.883,5.653,0.257,0.0184
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.2e-05,3.2e-05,-0.383,-4.26,12.92,8.944,11.24,2.565,0.0146
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.2e-05,2.4e-05,-0.394,-8.533,20.23,15.74,17.49,3.925,0.0127
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.2e-05,2.8e-05,-0.387,-5.939,16.64,12.99,14.94,3.519,0.0137
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.2e-05,3.6e-05,-0.381,-3.403,9.601,5.099,7.679,1.163,0.0155
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.2e-05,4e-05,-0.379,-2.919,6.716,2.263,4.687,-0.74,0.0164
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,1.6e-05,3.2e-05,-0.213,-3.935,11.28,7.674,10.2,1.514,0.0126
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,1.6e-05,2.4e-05,-0.214,-7.054,18.46,16.18,18.0,3.36,0.0108
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,1.6e-05,2.8e-05,-0.213,-5.263,15.0,12.69,14.93,2.838,0.0117
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,1.6e-05,4e-05,-0.212,-2.821,5.024,1.022,2.931,-3.355,0.0145
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,1.9e-05,3.2e-05,-0.289,-4.069,12.3,8.617,11.02,2.183,0.0136
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,1.9e-05,2.4e-05,-0.294,-7.586,19.59,16.11,17.78,3.692,0.0118
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,1.9e-05,2.8e-05,-0.291,-5.525,16.03,13.08,15.08,3.251,0.0127
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,1.9e-05,3.6e-05,-0.288,-3.305,8.953,4.407,6.997,0.488,0.0145
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,1.9e-05,4e-05,-0.287,-2.864,6.043,1.689,3.927,-1.769,0.0155
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.5e-05,3.2e-05,-0.473,-4.499,13.15,8.904,11.24,2.79,0.0156
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.5e-05,2.4e-05,-0.487,-9.997,20.29,15.21,17.32,4.081,0.0137
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.5e-05,2.8e-05,-0.477,-6.515,16.78,12.64,14.78,3.693,0.0146
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.5e-05,3.6e-05,-0.47,-3.518,9.886,5.375,7.945,1.527,0.0165
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.5e-05,4e-05,-0.469,-2.981,7.055,2.597,5.144,-0.132,0.0174
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.8e-05,3.2e-05,-0.525,-4.696,12.88,8.557,11.14,2.907,0.0166
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.8e-05,2.4e-05,-0.528,-11.21,19.65,14.48,17.24,4.171,0.0147
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.8e-05,2.8e-05,-0.525,-7.042,16.36,12.04,14.62,3.787,0.0156
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.8e-05,3.6e-05,-0.526,-3.605,9.725,5.287,7.996,1.707,0.0175
1.75e-10,1.2e-10,7.13e-10,6e-11,8.75e-11,2.8e-05,4e-05,-0.526,-3.026,6.98,2.678,5.35,0.185,0.0184
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.2e-05,3.2e-05,-0.447,-6.082,14.05,9.539,11.87,2.444,0.0146
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.2e-05,2.4e-05,-0.46,-14.39,21.12,16.59,18.53,3.883,0.0127
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.2e-05,2.8e-05,-0.451,-8.703,17.57,13.74,15.74,3.422,0.0136
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.2e-05,3.6e-05,-0.445,-4.78,10.9,5.501,8.063,1.033,0.0155
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.2e-05,4e-05,-0.443,-4.042,8.165,2.598,4.895,-0.861,0.0164
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,1.6e-05,3.2e-05,-0.212,-5.657,12.85,8.361,10.87,1.518,0.0126
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,1.6e-05,2.4e-05,-0.215,-11.25,20.04,17.19,19.04,3.332,0.0108
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,1.6e-05,2.8e-05,-0.213,-7.661,16.43,13.51,15.68,2.773,0.0117
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,1.6e-05,3.6e-05,-0.211,-4.583,9.647,3.869,6.249,-0.55,0.0135
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,1.6e-05,4e-05,-0.21,-3.941,6.858,1.483,3.344,-2.97,0.0145
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,1.9e-05,3.2e-05,-0.313,-5.85,13.74,9.214,11.67,2.099,0.0136
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,1.9e-05,2.4e-05,-0.321,-12.43,20.93,17.07,18.92,3.657,0.0117
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,1.9e-05,2.8e-05,-0.316,-8.096,17.31,13.87,15.89,3.16,0.0127
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,1.9e-05,3.6e-05,-0.311,-4.677,10.55,4.865,7.435,0.448,0.0145
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,1.9e-05,4e-05,-0.31,-3.992,7.782,2.113,4.235,-1.706,0.0154
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.5e-05,3.2e-05,-0.556,-6.259,13.82,9.444,11.86,2.675,0.0155
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.5e-05,2.4e-05,-0.558,-16.4,20.63,15.92,18.15,4.049,0.0137
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.5e-05,2.8e-05,-0.556,-9.28,17.24,13.29,15.5,3.613,0.0146
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.5e-05,3.6e-05,-0.556,-4.841,10.74,5.748,8.356,1.4,0.0165
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.5e-05,4e-05,-0.557,-4.065,8.063,2.863,5.355,-0.28,0.0174
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.8e-05,3.2e-05,-0.581,-6.273,13.09,8.979,11.77,2.822,0.0165
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.8e-05,2.4e-05,-0.566,-16.3,19.57,14.99,17.89,4.158,0.0147
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.8e-05,2.8e-05,-0.575,-9.471,16.38,12.51,15.3,3.738,0.0156
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.8e-05,3.6e-05,-0.585,-4.82,10.1,5.569,8.459,1.618,0.0174
1.75e-10,1.2e-10,7.13e-10,6e-11,2.63e-10,2.8e-05,4e-05,-0.589,-4.04,7.498,2.846,5.623,0.082,0.0184
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.2e-05,3.2e-05,-0.408,-4.063,13.02,6.375,8.345,1.0,0.0146
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.2e-05,2.4e-05,-0.423,-13.78,20.84,10.36,11.9,1.961,0.0127
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.2e-05,2.8e-05,-0.41,-7.192,17.25,9.386,11.07,1.83,0.0137
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.2e-05,3.6e-05,-0.406,-2.865,9.302,3.681,5.777,-0.265,0.0155
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.2e-05,4e-05,-0.405,-2.283,6.164,1.561,3.647,-1.975,0.0164
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,1.6e-05,3.2e-05,-0.211,-3.799,11.52,5.756,7.843,0.159,0.0126
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,1.6e-05,2.4e-05,-0.215,-17.53,19.73,10.88,12.43,1.513,0.0108
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,1.6e-05,2.8e-05,-0.212,-6.834,15.9,9.421,11.36,1.311,0.0117
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,1.6e-05,3.6e-05,-0.21,-2.73,7.748,2.637,4.72,-1.666,0.0135
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,1.6e-05,4e-05,-0.21,-2.21,4.574,0.717,2.38,-4.347,0.0145
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,1.9e-05,3.2e-05,-0.297,-3.901,12.5,6.231,8.268,0.685,0.0136
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,1.9e-05,2.4e-05,-0.307,-16.11,20.61,10.73,12.2,1.786,0.0118
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,1.9e-05,2.8e-05,-0.299,-6.93,16.83,9.569,11.3,1.627,0.0127
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,1.9e-05,3.6e-05,-0.296,-2.787,8.747,3.341,5.442,-0.771,0.0145
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,1.9e-05,4e-05,-0.295,-2.242,5.583,1.194,3.128,-2.878,0.0154
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.5e-05,3.2e-05,-0.51,-4.283,13.08,6.244,8.291,1.187,0.0156
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.5e-05,2.4e-05,-0.515,-11.65,20.43,9.855,11.67,2.074,0.0137
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.5e-05,2.8e-05,-0.509,-7.721,17.17,8.973,10.84,1.963,0.0146
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.5e-05,3.6e-05,-0.51,-2.957,9.423,3.765,5.891,0.02,0.0165
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.5e-05,4e-05,-0.509,-2.327,6.334,1.764,3.923,-1.472,0.0174
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.8e-05,3.2e-05,-0.557,-4.489,12.64,5.906,8.185,1.287,0.0165
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.8e-05,2.4e-05,-0.54,-10.38,19.42,9.208,11.51,2.136,0.0147
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.8e-05,2.8e-05,-0.55,-8.456,16.56,8.407,10.64,2.038,0.0156
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.8e-05,3.6e-05,-0.56,-3.024,9.067,3.611,5.89,0.167,0.0175
1.75e-10,1.2e-10,7.13e-10,3e-11,1.75e-10,2.8e-05,4e-05,-0.561,-2.353,6.047,1.751,4.032,-1.213,0.0184
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.2e-05,3.2e-05,-0.382,-3.666,12.49,6.211,8.164,1.015,0.0146
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.2e-05,2.4e-05,-0.397,-16.8,20.58,9.946,11.26,1.877,0.0127
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.2e-05,2.8e-05,-0.385,-7.17,17.01,9.195,10.77,1.801,0.0137
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.2e-05,3.6e-05,-0.38,-2.516,8.582,3.471,5.59,-0.29,0.0155
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.2e-05,4e-05,-0.378,-1.991,5.321,1.342,3.452,-2.095,0.0164
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,1.6e-05,3.2e-05,-0.213,-3.442,10.85,5.575,7.727,0.19,0.0126
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,1.6e-05,2.4e-05,-0.216,-15.84,19.14,10.49,11.89,1.454,0.0108
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,1.6e-05,2.8e-05,-0.214,-6.855,15.52,9.267,11.2,1.345,0.0117
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,1.6e-05,3.6e-05,-0.212,-2.4,6.904,2.337,4.505,-1.78,0.0136
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,1.6e-05,4e-05,-0.212,-1.927,3.613,0.517,2.179,-4.651,0.0145
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,1.9e-05,3.2e-05,-0.289,-3.526,11.86,6.065,8.124,0.713,0.0136
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,1.9e-05,2.4e-05,-0.297,-17.13,20.14,10.31,11.58,1.706,0.0118
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,1.9e-05,2.8e-05,-0.291,-6.937,16.48,9.39,11.05,1.623,0.0127
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,1.9e-05,3.6e-05,-0.288,-2.447,7.921,3.085,5.253,-0.818,0.0145
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,1.9e-05,4e-05,-0.287,-1.954,4.637,0.951,2.919,-3.075,0.0155
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.5e-05,3.2e-05,-0.471,-3.875,12.73,6.129,8.082,1.192,0.0156
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.5e-05,2.4e-05,-0.485,-14.16,20.41,9.491,11.06,1.991,0.0137
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.5e-05,2.8e-05,-0.472,-7.678,17.1,8.819,10.51,1.919,0.0146
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.5e-05,3.6e-05,-0.47,-2.608,8.891,3.585,5.699,0.004,0.0165
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.5e-05,4e-05,-0.468,-2.037,5.677,1.567,3.739,-1.552,0.0174
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.8e-05,3.2e-05,-0.524,-4.116,12.51,5.832,7.969,1.283,0.0166
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.8e-05,2.4e-05,-0.519,-11.7,19.57,8.923,10.95,2.055,0.0147
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.8e-05,2.8e-05,-0.521,-8.489,16.69,8.304,10.3,1.983,0.0156
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.8e-05,3.6e-05,-0.526,-2.698,8.765,3.494,5.694,0.152,0.0175
1.75e-10,1.2e-10,7.13e-10,3e-11,8.75e-11,2.8e-05,4e-05,-0.526,-2.079,5.626,1.612,3.851,-1.28,0.0184
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.2e-05,3.2e-05,-0.445,-4.529,13.35,6.349,8.265,0.816,0.0146
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.2e-05,2.4e-05,-0.456,-10.54,20.76,10.21,11.88,1.846,0.0127
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.2e-05,2.8e-05,-0.447,-7.222,17.29,9.303,10.98,1.726,0.0136
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.2e-05,3.6e-05,-0.444,-3.282,9.816,3.712,5.709,-0.467,0.0155
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.2e-05,4e-05,-0.443,-2.632,6.793,1.643,3.59,-2.186,0.0164
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,1.6e-05,3.2e-05,-0.211,-4.231,12.11,5.757,7.822,0.042,0.0126
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,1.6e-05,2.4e-05,-0.216,-13.32,20.04,10.8,12.45,1.404,0.0108
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,1.6e-05,2.8e-05,-0.212,-6.824,16.2,9.335,11.23,1.187,0.0117
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,1.6e-05,3.6e-05,-0.21,-3.134,8.519,2.735,4.775,-1.719,0.0135
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,1.6e-05,4e-05,-0.21,-2.556,5.455,0.86,2.481,-4.256,0.0145
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,1.9e-05,3.2e-05,-0.312,-4.35,13.01,6.219,8.215,0.522,0.0136
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,1.9e-05,2.4e-05,-0.322,-11.95,20.76,10.62,12.26,1.677,0.0117
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,1.9e-05,2.8e-05,-0.314,-6.935,17.05,9.502,11.22,1.51,0.0127
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,1.9e-05,3.6e-05,-0.311,-3.199,9.443,3.376,5.421,-0.926,0.0145
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,1.9e-05,4e-05,-0.309,-2.591,6.392,1.301,3.141,-2.987,0.0154
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.5e-05,3.2e-05,-0.556,-4.739,13.17,6.21,8.196,1.019,0.0155
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.5e-05,2.4e-05,-0.548,-9.561,20.13,9.653,11.53,1.961,0.0137
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.5e-05,2.8e-05,-0.552,-7.737,16.98,8.864,10.72,1.884,0.0146
