Wbias,Rd,Wn1,Wn2,Bandwidth,PowerConsumption,VoltageGain
6.5e-06,700,9e-06,1.1e-05,234000000.0,0.00108,10.29
6.5e-06,700,9e-06,1.2e-05,234000000.0,0.00108,10.35
6.5e-06,700,1e-05,5e-06,239000000.0,0.00109,9.57
6.5e-06,700,1e-05,6e-06,237000000.0,0.0011,10.07
6.5e-06,700,1e-05,7e-06,237000000.0,0.0011,10.35
6.5e-06,700,1e-05,8e-06,236000000.0,0.00111,10.53
6.5e-06,700,1e-05,9e-06,235000000.0,0.00111,10.66
6.5e-06,700,1e-05,1e-05,235000000.0,0.00112,10.76
6.5e-06,700,1e-05,1.1e-05,234000000.0,0.00112,10.83
6.5e-06,700,1e-05,1.2e-05,234000000.0,0.00112,10.89
6.5e-06,700,1.1e-05,5e-06,239000000.0,0.00113,9.87
6.5e-06,700,1.1e-05,6e-06,238000000.0,0.00114,10.45
6.5e-06,700,1.1e-05,7e-06,237000000.0,0.00114,10.77
6.5e-06,700,1.1e-05,8e-06,236000000.0,0.00115,10.98
6.5e-06,700,1.1e-05,9e-06,236000000.0,0.00115,11.12
6.5e-06,700,1.1e-05,1e-05,235000000.0,0.00116,11.22
6.5e-06,700,1.1e-05,1.1e-05,235000000.0,0.00116,11.3
6.5e-06,700,1.1e-05,1.2e-05,234000000.0,0.00116,11.37
6.5e-06,700,1.2e-05,5e-06,240000000.0,0.00116,10.1
6.5e-06,700,1.2e-05,6e-06,239000000.0,0.00117,10.77
6.5e-06,700,1.2e-05,7e-06,238000000.0,0.00118,11.13
6.5e-06,700,1.2e-05,8e-06,237000000.0,0.00118,11.36
6.5e-06,700,1.2e-05,9e-06,236000000.0,0.00119,11.51
6.5e-06,700,1.2e-05,1e-05,235000000.0,0.00119,11.63
6.5e-06,700,1.2e-05,1.1e-05,235000000.0,0.0012,11.71
6.5e-06,700,1.2e-05,1.2e-05,234000000.0,0.0012,11.78
6.5e-06,700,1.3e-05,5e-06,241000000.0,0.00119,10.28
6.5e-06,700,1.3e-05,6e-06,239000000.0,0.0012,11.03
6.5e-06,700,1.3e-05,7e-06,238000000.0,0.00121,11.44
6.5e-06,700,1.3e-05,8e-06,237000000.0,0.00122,11.69
6.5e-06,700,1.3e-05,9e-06,236000000.0,0.00122,11.86
6.5e-06,700,1.3e-05,1e-05,236000000.0,0.00123,11.99
6.5e-06,700,1.3e-05,1.1e-05,235000000.0,0.00123,12.08
6.5e-06,700,1.3e-05,1.2e-05,235000000.0,0.00123,12.15
6.5e-06,700,1.4e-05,5e-06,242000000.0,0.00122,10.41
6.5e-06,700,1.4e-05,6e-06,240000000.0,0.00123,11.26
6.5e-06,700,1.4e-05,7e-06,238000000.0,0.00124,11.71
6.5e-06,700,1.4e-05,8e-06,237000000.0,0.00125,11.99
6.5e-06,700,1.4e-05,9e-06,237000000.0,0.00125,12.17
6.5e-06,700,1.4e-05,1e-05,236000000.0,0.00126,12.31
6.5e-06,700,1.4e-05,1.1e-05,236000000.0,0.00126,12.41
6.5e-06,700,1.4e-05,1.2e-05,235000000.0,0.00126,12.49
6.5e-06,700,1.5e-05,5e-06,243000000.0,0.00124,10.5
6.5e-06,700,1.5e-05,6e-06,240000000.0,0.00126,11.44
6.5e-06,700,1.5e-05,7e-06,239000000.0,0.00127,11.94
6.5e-06,700,1.5e-05,8e-06,238000000.0,0.00127,12.25
6.5e-06,700,1.5e-05,9e-06,237000000.0,0.00128,12.45
6.5e-06,700,1.5e-05,1e-05,236000000.0,0.00128,12.59
6.5e-06,700,1.5e-05,1.1e-05,236000000.0,0.00129,12.7
6.5e-06,700,1.5e-05,1.2e-05,235000000.0,0.00129,12.78
6.5e-06,700,1.6e-05,5e-06,244000000.0,0.00127,10.55
6.5e-06,700,1.6e-05,6e-06,241000000.0,0.00128,11.59
6.5e-06,700,1.6e-05,7e-06,239000000.0,0.00129,12.15
6.5e-06,700,1.6e-05,8e-06,238000000.0,0.0013,12.48
6.5e-06,700,1.6e-05,9e-06,237000000.0,0.0013,12.7
6.5e-06,700,1.6e-05,1e-05,237000000.0,0.00131,12.85
6.5e-06,700,1.6e-05,1.1e-05,236000000.0,0.00131,12.96
6.5e-06,700,1.6e-05,1.2e-05,236000000.0,0.00131,13.05
6.5e-06,700,1.7e-05,5e-06,245000000.0,0.00129,10.58
6.5e-06,700,1.7e-05,6e-06,242000000.0,0.0013,11.72
6.5e-06,700,1.7e-05,7e-06,240000000.0,0.00131,12.32
6.5e-06,700,1.7e-05,8e-06,239000000.0,0.00132,12.68
6.5e-06,700,1.7e-05,9e-06,238000000.0,0.00133,12.92
6.5e-06,700,1.7e-05,1e-05,237000000.0,0.00133,13.08
6.5e-06,700,1.7e-05,1.1e-05,236000000.0,0.00133,13.21
6.5e-06,700,1.7e-05,1.2e-05,236000000.0,0.00134,13.3
6.5e-06,800,6e-06,5e-06,201000000.0,0.000877,8.43
6.5e-06,800,6e-06,6e-06,200000000.0,0.000884,8.68
6.5e-06,800,6e-06,7e-06,200000000.0,0.000889,8.84
6.5e-06,800,6e-06,8e-06,199000000.0,0.000893,8.95
6.5e-06,800,6e-06,9e-06,199000000.0,0.000896,9.03
6.5e-06,800,6e-06,1e-05,198000000.0,0.000899,9.1
6.5e-06,800,6e-06,1.1e-05,198000000.0,0.000901,9.15
6.5e-06,800,6e-06,1.2e-05,198000000.0,0.000903,9.19
6.5e-06,800,7e-06,5e-06,202000000.0,0.000941,9.19
6.5e-06,800,7e-06,6e-06,201000000.0,0.000948,9.5
6.5e-06,800,7e-06,7e-06,200000000.0,0.000954,9.69
6.5e-06,800,7e-06,8e-06,200000000.0,0.000958,9.82
6.5e-06,800,7e-06,9e-06,199000000.0,0.000962,9.92
6.5e-06,800,7e-06,1e-05,199000000.0,0.000965,9.99
6.5e-06,800,7e-06,1.1e-05,199000000.0,0.000968,10.05
6.5e-06,800,7e-06,1.2e-05,198000000.0,0.000969,10.09
6.5e-06,800,8e-06,5e-06,203000000.0,0.000995,9.78
6.5e-06,800,8e-06,6e-06,202000000.0,0.001,10.16
6.5e-06,800,8e-06,7e-06,201000000.0,0.00101,10.38
6.5e-06,800,8e-06,8e-06,200000000.0,0.00102,10.53
6.5e-06,800,8e-06,9e-06,200000000.0,0.00102,10.64
6.5e-06,800,8e-06,1e-05,199000000.0,0.00102,10.72
6.5e-06,800,8e-06,1.1e-05,199000000.0,0.00103,10.79
6.5e-06,800,8e-06,1.2e-05,199000000.0,0.00103,10.84
6.5e-06,800,9e-06,5e-06,204000000.0,0.00104,10.24
6.5e-06,800,9e-06,6e-06,202000000.0,0.00105,10.7
6.5e-06,800,9e-06,7e-06,202000000.0,0.00106,10.96
6.5e-06,800,9e-06,8e-06,201000000.0,0.00106,11.13
6.5e-06,800,9e-06,9e-06,200000000.0,0.00107,11.25
6.5e-06,800,9e-06,1e-05,200000000.0,0.00107,11.34
6.5e-06,800,9e-06,1.1e-05,199000000.0,0.00108,11.41
6.5e-06,800,9e-06,1.2e-05,199000000.0,0.00108,11.47
6.5e-06,800,1e-05,5e-06,205000000.0,0.00109,10.61
6.5e-06,800,1e-05,6e-06,203000000.0,0.0011,11.14
6.5e-06,800,1e-05,7e-06,202000000.0,0.0011,11.44
6.5e-06,800,1e-05,8e-06,201000000.0,0.00111,11.63
6.5e-06,800,1e-05,9e-06,201000000.0,0.00111,11.77
6.5e-06,800,1e-05,1e-05,200000000.0,0.00112,11.87
6.5e-06,800,1e-05,1.1e-05,200000000.0,0.00112,11.95
6.5e-06,800,1e-05,1.2e-05,199000000.0,0.00112,12.01
6.5e-06,800,1.1e-05,5e-06,206000000.0,0.00112,10.89
6.5e-06,800,1.1e-05,6e-06,204000000.0,0.00113,11.5
6.5e-06,800,1.1e-05,7e-06,203000000.0,0.00114,11.85
6.5e-06,800,1.1e-05,8e-06,202000000.0,0.00115,12.07
6.5e-06,800,1.1e-05,9e-06,201000000.0,0.00115,12.22
6.5e-06,800,1.1e-05,1e-05,201000000.0,0.00116,12.33
6.5e-06,800,1.1e-05,1.1e-05,200000000.0,0.00116,12.41
6.5e-06,800,1.1e-05,1.2e-05,200000000.0,0.00116,12.48
6.5e-06,800,1.2e-05,5e-06,207000000.0,0.00116,11.1
6.5e-06,800,1.2e-05,6e-06,205000000.0,0.00117,11.81
6.5e-06,800,1.2e-05,7e-06,203000000.0,0.00118,12.2
6.5e-06,800,1.2e-05,8e-06,202000000.0,0.00118,12.44
6.5e-06,800,1.2e-05,9e-06,202000000.0,0.00119,12.61
6.5e-06,800,1.2e-05,1e-05,201000000.0,0.00119,12.73
6.5e-06,800,1.2e-05,1.1e-05,200000000.0,0.0012,12.82
6.5e-06,800,1.2e-05,1.2e-05,200000000.0,0.0012,12.89
6.5e-06,800,1.3e-05,5e-06,208000000.0,0.00119,11.25
6.5e-06,800,1.3e-05,6e-06,205000000.0,0.0012,12.06
6.5e-06,800,1.3e-05,7e-06,204000000.0,0.00121,12.5
6.5e-06,800,1.3e-05,8e-06,203000000.0,0.00122,12.77
6.5e-06,800,1.3e-05,9e-06,202000000.0,0.00122,12.95
6.5e-06,800,1.3e-05,1e-05,201000000.0,0.00122,13.08
6.5e-06,800,1.3e-05,1.1e-05,201000000.0,0.00123,13.18
6.5e-06,800,1.3e-05,1.2e-05,200000000.0,0.00123,13.26
6.5e-06,800,1.4e-05,5e-06,209000000.0,0.00121,11.36
6.5e-06,800,1.4e-05,6e-06,206000000.0,0.00123,12.27
6.5e-06,800,1.4e-05,7e-06,205000000.0,0.00124,12.76
6.5e-06,800,1.4e-05,8e-06,203000000.0,0.00124,13.05
6.5e-06,800,1.4e-05,9e-06,202000000.0,0.00125,13.25
6.5e-06,800,1.4e-05,1e-05,202000000.0,0.00125,13.4
6.5e-06,800,1.4e-05,1.1e-05,201000000.0,0.00126,13.5
6.5e-06,800,1.4e-05,1.2e-05,201000000.0,0.00126,13.59
6.5e-06,800,1.5e-05,5e-06,210000000.0,0.00124,11.42
6.5e-06,800,1.5e-05,6e-06,207000000.0,0.00125,12.43
6.5e-06,800,1.5e-05,7e-06,205000000.0,0.00126,12.98
6.5e-06,800,1.5e-05,8e-06,204000000.0,0.00127,13.31
6.5e-06,800,1.5e-05,9e-06,203000000.0,0.00128,13.52
6.5e-06,800,1.5e-05,1e-05,202000000.0,0.00128,13.68
6.5e-06,800,1.5e-05,1.1e-05,201000000.0,0.00128,13.79
6.5e-06,800,1.5e-05,1.2e-05,201000000.0,0.00129,13.88
6.5e-06,800,1.6e-05,5e-06,211000000.0,0.00126,11.44
6.5e-06,800,1.6e-05,6e-06,208000000.0,0.00128,12.57
6.5e-06,800,1.6e-05,7e-06,206000000.0,0.00129,13.17
6.5e-06,800,1.6e-05,8e-06,204000000.0,0.0013,13.53
6.5e-06,800,1.6e-05,9e-06,203000000.0,0.0013,13.76
6.5e-06,800,1.6e-05,1e-05,203000000.0,0.00131,13.93
6.5e-06,800,1.6e-05,1.1e-05,202000000.0,0.00131,14.05
6.5e-06,800,1.6e-05,1.2e-05,201000000.0,0.00131,14.15
6.5e-06,800,1.7e-05,5e-06,212000000.0,0.00128,11.44
6.5e-06,800,1.7e-05,6e-06,209000000.0,0.0013,12.67
6.5e-06,800,1.7e-05,7e-06,206000000.0,0.00131,13.33
6.5e-06,800,1.7e-05,8e-06,205000000.0,0.00132,13.72
6.5e-06,800,1.7e-05,9e-06,204000000.0,0.00132,13.98
6.5e-06,800,1.7e-05,1e-05,203000000.0,0.00133,14.16
6.5e-06,800,1.7e-05,1.1e-05,202000000.0,0.00133,14.29
6.5e-06,800,1.7e-05,1.2e-05,202000000.0,0.00134,14.39
6.5e-06,900,6e-06,5e-06,176000000.0,0.000876,9.4
6.5e-06,900,6e-06,6e-06,175000000.0,0.000883,9.66
6.5e-06,900,6e-06,7e-06,175000000.0,0.000888,9.83
6.5e-06,900,6e-06,8e-06,174000000.0,0.000892,9.94
6.5e-06,900,6e-06,9e-06,174000000.0,0.000895,10.02
6.5e-06,900,6e-06,1e-05,174000000.0,0.000898,10.09
6.5e-06,900,6e-06,1.1e-05,173000000.0,0.0009,10.14
6.5e-06,900,6e-06,1.2e-05,173000000.0,0.000902,10.19
6.5e-06,900,7e-06,5e-06,176000000.0,0.000939,10.14
6.5e-06,900,7e-06,6e-06,176000000.0,0.000947,10.47
6.5e-06,900,7e-06,7e-06,175000000.0,0.000953,10.67
6.5e-06,900,7e-06,8e-06,175000000.0,0.000957,10.8
6.5e-06,900,7e-06,9e-06,174000000.0,0.000961,10.9
6.5e-06,900,7e-06,1e-05,174000000.0,0.000964,10.97
6.5e-06,900,7e-06,1.1e-05,174000000.0,0.000967,11.03
6.5e-06,900,7e-06,1.2e-05,173000000.0,0.000968,11.08
6.5e-06,900,8e-06,5e-06,177000000.0,0.000994,10.72
6.5e-06,900,8e-06,6e-06,176000000.0,0.001,11.11
6.5e-06,900,8e-06,7e-06,176000000.0,0.00101,11.35
6.5e-06,900,8e-06,8e-06,175000000.0,0.00101,11.51
6.5e-06,900,8e-06,9e-06,175000000.0,0.00102,11.62
6.5e-06,900,8e-06,1e-05,174000000.0,0.00102,11.7
6.5e-06,900,8e-06,1.1e-05,174000000.0,0.00102,11.77
6.5e-06,900,8e-06,1.2e-05,174000000.0,0.00103,11.82
6.5e-06,900,9e-06,5e-06,178000000.0,0.00104,11.16
6.5e-06,900,9e-06,6e-06,177000000.0,0.00105,11.64
6.5e-06,900,9e-06,7e-06,176000000.0,0.00106,11.92
6.5e-06,900,9e-06,8e-06,176000000.0,0.00106,12.1
6.5e-06,900,9e-06,9e-06,175000000.0,0.00107,12.22
6.5e-06,900,9e-06,1e-05,175000000.0,0.00107,12.32
6.5e-06,900,9e-06,1.1e-05,174000000.0,0.00107,12.39
6.5e-06,900,9e-06,1.2e-05,174000000.0,0.00108,12.45
6.5e-06,900,1e-05,5e-06,179000000.0,0.00108,11.5
6.5e-06,900,1e-05,6e-06,178000000.0,0.00109,12.07
6.5e-06,900,1e-05,7e-06,177000000.0,0.0011,12.39
6.5e-06,900,1e-05,8e-06,176000000.0,0.00111,12.59
6.5e-06,900,1e-05,9e-06,176000000.0,0.00111,12.73
6.5e-06,900,1e-05,1e-05,175000000.0,0.00112,12.84
6.5e-06,900,1e-05,1.1e-05,175000000.0,0.00112,12.92
6.5e-06,900,1e-05,1.2e-05,174000000.0,0.00112,12.99
6.5e-06,900,1.1e-05,5e-06,180000000.0,0.00112,11.76
6.5e-06,900,1.1e-05,6e-06,178000000.0,0.00113,12.42
6.5e-06,900,1.1e-05,7e-06,177000000.0,0.00114,12.79
6.5e-06,900,1.1e-05,8e-06,177000000.0,0.00115,13.02
6.5e-06,900,1.1e-05,9e-06,176000000.0,0.00115,13.18
6.5e-06,900,1.1e-05,1e-05,176000000.0,0.00115,13.29
6.5e-06,900,1.1e-05,1.1e-05,175000000.0,0.00116,13.38
6.5e-06,900,1.1e-05,1.2e-05,175000000.0,0.00116,13.45
6.5e-06,900,1.2e-05,5e-06,181000000.0,0.00115,11.95
6.5e-06,900,1.2e-05,6e-06,179000000.0,0.00117,12.71
6.5e-06,900,1.2e-05,7e-06,178000000.0,0.00118,13.13
6.5e-06,900,1.2e-05,8e-06,177000000.0,0.00118,13.38
6.5e-06,900,1.2e-05,9e-06,176000000.0,0.00119,13.56
6.5e-06,900,1.2e-05,1e-05,176000000.0,0.00119,13.69
6.5e-06,900,1.2e-05,1.1e-05,175000000.0,0.00119,13.78
6.5e-06,900,1.2e-05,1.2e-05,175000000.0,0.0012,13.86
6.5e-06,900,1.3e-05,5e-06,182000000.0,0.00119,12.07
6.5e-06,900,1.3e-05,6e-06,180000000.0,0.0012,12.94
6.5e-06,900,1.3e-05,7e-06,178000000.0,0.00121,13.41
6.5e-06,900,1.3e-05,8e-06,177000000.0,0.00121,13.7
6.5e-06,900,1.3e-05,9e-06,177000000.0,0.00122,13.9
6.5e-06,900,1.3e-05,1e-05,176000000.0,0.00122,14.04
6.5e-06,900,1.3e-05,1.1e-05,176000000.0,0.00123,14.14
6.5e-06,900,1.3e-05,1.2e-05,175000000.0,0.00123,14.22
6.5e-06,900,1.4e-05,5e-06,183000000.0,0.00121,12.15
6.5e-06,900,1.4e-05,6e-06,180000000.0,0.00123,13.13
6.5e-06,900,1.4e-05,7e-06,179000000.0,0.00124,13.66
6.5e-06,900,1.4e-05,8e-06,178000000.0,0.00124,13.98
6.5e-06,900,1.4e-05,9e-06,177000000.0,0.00125,14.19
6.5e-06,900,1.4e-05,1e-05,177000000.0,0.00125,14.34
6.5e-06,900,1.4e-05,1.1e-05,176000000.0,0.00126,14.46
6.5e-06,900,1.4e-05,1.2e-05,176000000.0,0.00126,14.55
6.5e-06,900,1.5e-05,5e-06,184000000.0,0.00124,12.19
6.5e-06,900,1.5e-05,6e-06,181000000.0,0.00125,13.28
6.5e-06,900,1.5e-05,7e-06,179000000.0,0.00126,13.87
6.5e-06,900,1.5e-05,8e-06,178000000.0,0.00127,14.22
6.5e-06,900,1.5e-05,9e-06,178000000.0,0.00127,14.45
6.5e-06,900,1.5e-05,1e-05,177000000.0,0.00128,14.62
6.5e-06,900,1.5e-05,1.1e-05,176000000.0,0.00128,14.74
6.5e-06,900,1.5e-05,1.2e-05,176000000.0,0.00129,14.83
6.5e-06,900,1.6e-05,5e-06,185000000.0,0.00126,12.19
6.5e-06,900,1.6e-05,6e-06,182000000.0,0.00128,13.39
6.5e-06,900,1.6e-05,7e-06,180000000.0,0.00129,14.04
6.5e-06,900,1.6e-05,8e-06,179000000.0,0.00129,14.43
6.5e-06,900,1.6e-05,9e-06,178000000.0,0.0013,14.69
6.5e-06,900,1.6e-05,1e-05,177000000.0,0.0013,14.86
6.5e-06,900,1.6e-05,1.1e-05,177000000.0,0.00131,15.0
6.5e-06,900,1.6e-05,1.2e-05,176000000.0,0.00131,15.1
6.5e-06,900,1.7e-05,5e-06,186000000.0,0.00128,12.15
6.5e-06,900,1.7e-05,6e-06,183000000.0,0.0013,13.48
6.5e-06,900,1.7e-05,7e-06,181000000.0,0.00131,14.19
6.5e-06,900,1.7e-05,8e-06,179000000.0,0.00132,14.62
6.5e-06,900,1.7e-05,9e-06,178000000.0,0.00132,14.89
6.5e-06,900,1.7e-05,1e-05,178000000.0,0.00133,15.08
6.5e-06,900,1.7e-05,1.1e-05,177000000.0,0.00133,15.23
6.5e-06,900,1.7e-05,1.2e-05,176000000.0,0.00133,15.33
6.5e-06,1000,6e-06,5e-06,157000000.0,0.000875,10.25
6.5e-06,1000,6e-06,6e-06,157000000.0,0.000882,10.53
6.5e-06,1000,6e-06,7e-06,157000000.0,0.000887,10.7
6.5e-06,1000,6e-06,8e-06,156000000.0,0.000891,10.82
6.5e-06,1000,6e-06,9e-06,156000000.0,0.000895,10.9
6.5e-06,1000,6e-06,1e-05,156000000.0,0.000897,10.97
6.5e-06,1000,6e-06,1.1e-05,155000000.0,0.0009,11.03
6.5e-06,1000,6e-06,1.2e-05,155000000.0,0.000901,11.07
6.5e-06,1000,7e-06,5e-06,158000000.0,0.000938,10.98
6.5e-06,1000,7e-06,6e-06,158000000.0,0.000946,11.33
6.5e-06,1000,7e-06,7e-06,157000000.0,0.000952,11.53
6.5e-06,1000,7e-06,8e-06,157000000.0,0.000956,11.67
6.5e-06,1000,7e-06,9e-06,156000000.0,0.00096,11.77
6.5e-06,1000,7e-06,1e-05,156000000.0,0.000963,11.85
6.5e-06,1000,7e-06,1.1e-05,156000000.0,0.000966,11.91
6.5e-06,1000,7e-06,1.2e-05,155000000.0,0.000968,11.96
6.5e-06,1000,8e-06,5e-06,159000000.0,0.000992,11.54
6.5e-06,1000,8e-06,6e-06,158000000.0,0.001,11.96
6.5e-06,1000,8e-06,7e-06,158000000.0,0.00101,12.21
6.5e-06,1000,8e-06,8e-06,157000000.0,0.00101,12.37
6.5e-06,1000,8e-06,9e-06,157000000.0,0.00102,12.49
6.5e-06,1000,8e-06,1e-05,156000000.0,0.00102,12.58
6.5e-06,1000,8e-06,1.1e-05,156000000.0,0.00102,12.64
6.5e-06,1000,8e-06,1.2e-05,156000000.0,0.00103,12.7
6.5e-06,1000,9e-06,5e-06,160000000.0,0.00104,11.96
6.5e-06,1000,9e-06,6e-06,159000000.0,0.00105,12.47
6.5e-06,1000,9e-06,7e-06,158000000.0,0.00106,12.76
6.5e-06,1000,9e-06,8e-06,158000000.0,0.00106,12.95
6.5e-06,1000,9e-06,9e-06,157000000.0,0.00107,13.08
6.5e-06,1000,9e-06,1e-05,157000000.0,0.00107,13.18
6.5e-06,1000,9e-06,1.1e-05,156000000.0,0.00107,13.26
6.5e-06,1000,9e-06,1.2e-05,156000000.0,0.00108,13.32
6.5e-06,1000,1e-05,5e-06,161000000.0,0.00108,12.28
6.5e-06,1000,1e-05,6e-06,159000000.0,0.00109,12.88
6.5e-06,1000,1e-05,7e-06,159000000.0,0.0011,13.22
6.5e-06,1000,1e-05,8e-06,158000000.0,0.00111,13.44
6.5e-06,1000,1e-05,9e-06,157000000.0,0.00111,13.59
6.5e-06,1000,1e-05,1e-05,157000000.0,0.00111,13.7
6.5e-06,1000,1e-05,1.1e-05,157000000.0,0.00112,13.79
6.5e-06,1000,1e-05,1.2e-05,156000000.0,0.00112,13.85
6.5e-06,1000,1.1e-05,5e-06,161000000.0,0.00112,12.51
6.5e-06,1000,1.1e-05,6e-06,160000000.0,0.00113,13.22
6.5e-06,1000,1.1e-05,7e-06,159000000.0,0.00114,13.61
6.5e-06,1000,1.1e-05,8e-06,158000000.0,0.00114,13.86
6.5e-06,1000,1.1e-05,9e-06,158000000.0,0.00115,14.02
6.5e-06,1000,1.1e-05,1e-05,157000000.0,0.00115,14.15
6.5e-06,1000,1.1e-05,1.1e-05,157000000.0,0.00116,14.24
6.5e-06,1000,1.1e-05,1.2e-05,157000000.0,0.00116,14.31
6.5e-06,1000,1.2e-05,5e-06,162000000.0,0.00115,12.67
6.5e-06,1000,1.2e-05,6e-06,161000000.0,0.00116,13.49
6.5e-06,1000,1.2e-05,7e-06,160000000.0,0.00117,13.94
6.5e-06,1000,1.2e-05,8e-06,159000000.0,0.00118,14.21
6.5e-06,1000,1.2e-05,9e-06,158000000.0,0.00118,14.4
6.5e-06,1000,1.2e-05,1e-05,158000000.0,0.00119,14.54
6.5e-06,1000,1.2e-05,1.1e-05,157000000.0,0.00119,14.64
6.5e-06,1000,1.2e-05,1.2e-05,157000000.0,0.00119,14.72
6.5e-06,1000,1.3e-05,5e-06,163000000.0,0.00118,12.78
6.5e-06,1000,1.3e-05,6e-06,161000000.0,0.0012,13.7
6.5e-06,1000,1.3e-05,7e-06,160000000.0,0.00121,14.21
6.5e-06,1000,1.3e-05,8e-06,159000000.0,0.00121,14.52
6.5e-06,1000,1.3e-05,9e-06,159000000.0,0.00122,14.73
6.5e-06,1000,1.3e-05,1e-05,158000000.0,0.00122,14.88
6.5e-06,1000,1.3e-05,1.1e-05,158000000.0,0.00122,14.99
6.5e-06,1000,1.3e-05,1.2e-05,157000000.0,0.00123,15.08
6.5e-06,1000,1.4e-05,5e-06,164000000.0,0.00121,12.82
6.5e-06,1000,1.4e-05,6e-06,162000000.0,0.00122,13.87
6.5e-06,1000,1.4e-05,7e-06,161000000.0,0.00123,14.44
6.5e-06,1000,1.4e-05,8e-06,160000000.0,0.00124,14.79
6.5e-06,1000,1.4e-05,9e-06,159000000.0,0.00125,15.02
6.5e-06,1000,1.4e-05,1e-05,158000000.0,0.00125,15.18
6.5e-06,1000,1.4e-05,1.1e-05,158000000.0,0.00125,15.3
6.5e-06,1000,1.4e-05,1.2e-05,158000000.0,0.00126,15.39
6.5e-06,1000,1.5e-05,5e-06,165000000.0,0.00123,12.83
6.5e-06,1000,1.5e-05,6e-06,163000000.0,0.00125,14.0
6.5e-06,1000,1.5e-05,7e-06,161000000.0,0.00126,14.63
6.5e-06,1000,1.5e-05,8e-06,160000000.0,0.00127,15.02
6.5e-06,1000,1.5e-05,9e-06,159000000.0,0.00127,15.27
6.5e-06,1000,1.5e-05,1e-05,159000000.0,0.00128,15.45
6.5e-06,1000,1.5e-05,1.1e-05,158000000.0,0.00128,15.58
6.5e-06,1000,1.5e-05,1.2e-05,158000000.0,0.00128,15.68
6.5e-06,1000,1.6e-05,5e-06,166000000.0,0.00126,12.8
6.5e-06,1000,1.6e-05,6e-06,164000000.0,0.00127,14.08
6.5e-06,1000,1.6e-05,7e-06,162000000.0,0.00128,14.79
6.5e-06,1000,1.6e-05,8e-06,161000000.0,0.00129,15.22
6.5e-06,1000,1.6e-05,9e-06,160000000.0,0.0013,15.49
6.5e-06,1000,1.6e-05,1e-05,159000000.0,0.0013,15.68
6.5e-06,1000,1.6e-05,1.1e-05,159000000.0,0.00131,15.83
6.5e-06,1000,1.6e-05,1.2e-05,158000000.0,0.00131,15.93
6.5e-06,1000,1.7e-05,5e-06,168000000.0,0.00128,12.73
6.5e-06,1000,1.7e-05,6e-06,164000000.0,0.0013,14.15
6.5e-06,1000,1.7e-05,7e-06,162000000.0,0.00131,14.93
6.5e-06,1000,1.7e-05,8e-06,161000000.0,0.00131,15.39
6.5e-06,1000,1.7e-05,9e-06,160000000.0,0.00132,15.69
6.5e-06,1000,1.7e-05,1e-05,160000000.0,0.00133,15.9
6.5e-06,1000,1.7e-05,1.1e-05,159000000.0,0.00133,16.05
6.5e-06,1000,1.7e-05,1.2e-05,158000000.0,0.00133,16.16
6.5e-06,1100,6e-06,5e-06,144000000.0,0.000874,11.02
6.5e-06,1100,6e-06,6e-06,143000000.0,0.000881,11.31
6.5e-06,1100,6e-06,7e-06,143000000.0,0.000886,11.49
6.5e-06,1100,6e-06,8e-06,143000000.0,0.00089,11.61
6.5e-06,1100,6e-06,9e-06,142000000.0,0.000894,11.7
6.5e-06,1100,6e-06,1e-05,142000000.0,0.000896,11.77
6.5e-06,1100,6e-06,1.1e-05,142000000.0,0.000899,11.82
6.5e-06,1100,6e-06,1.2e-05,142000000.0,0.000901,11.87
6.5e-06,1100,7e-06,5e-06,144000000.0,0.000937,11.73
6.5e-06,1100,7e-06,6e-06,144000000.0,0.000945,12.09
6.5e-06,1100,7e-06,7e-06,143000000.0,0.000951,12.31
6.5e-06,1100,7e-06,8e-06,143000000.0,0.000955,12.46
6.5e-06,1100,7e-06,9e-06,143000000.0,0.000959,12.56
6.5e-06,1100,7e-06,1e-05,142000000.0,0.000962,12.64
6.5e-06,1100,7e-06,1.1e-05,142000000.0,0.000965,12.7
6.5e-06,1100,7e-06,1.2e-05,142000000.0,0.000967,12.76
6.5e-06,1100,8e-06,5e-06,145000000.0,0.000991,12.27
6.5e-06,1100,8e-06,6e-06,144000000.0,0.001,12.71
6.5e-06,1100,8e-06,7e-06,144000000.0,0.00101,12.97
6.5e-06,1100,8e-06,8e-06,143000000.0,0.00101,13.15
6.5e-06,1100,8e-06,9e-06,143000000.0,0.00102,13.27
6.5e-06,1100,8e-06,1e-05,143000000.0,0.00102,13.36
6.5e-06,1100,8e-06,1.1e-05,143000000.0,0.00102,13.43
6.5e-06,1100,8e-06,1.2e-05,142000000.0,0.00102,13.49
6.5e-06,1100,9e-06,5e-06,146000000.0,0.00104,12.67
6.5e-06,1100,9e-06,6e-06,145000000.0,0.00105,13.21
6.5e-06,1100,9e-06,7e-06,144000000.0,0.00106,13.52
6.5e-06,1100,9e-06,8e-06,144000000.0,0.00106,13.72
6.5e-06,1100,9e-06,9e-06,143000000.0,0.00107,13.86
6.5e-06,1100,9e-06,1e-05,143000000.0,0.00107,13.96
6.5e-06,1100,9e-06,1.1e-05,143000000.0,0.00107,14.04
6.5e-06,1100,9e-06,1.2e-05,143000000.0,0.00107,14.11
6.5e-06,1100,1e-05,5e-06,147000000.0,0.00108,12.96
