C1,C2,Ld,Lg,Ls,WN1,WN2,GTMax,S11Min,NFMin,Bandwidth,PowerConsumption
5e-13,3e-13,4e-09,1.04e-08,7.47e-10,5.5e-06,5.25e-06,15.11,-13.68,1.794,4160000000.0,0.0169
5e-13,3e-13,4e-09,1.04e-08,7.47e-10,5.5e-06,5.5e-06,15.14,-13.67,1.792,4150000000.0,0.0169
5e-13,3e-13,4e-09,1.04e-08,7.47e-10,5.5e-06,5.75e-06,15.16,-13.66,1.79,4120000000.0,0.0169
5e-13,3e-13,4e-09,1.04e-08,7.47e-10,5.5e-06,6e-06,15.18,-13.65,1.789,4100000000.0,0.017
5e-13,3e-13,4e-09,1.04e-08,7.47e-10,5.75e-06,5e-06,15.3,-13.8,1.795,4040000000.0,0.0174
5e-13,3e-13,4e-09,1.04e-08,7.47e-10,5.75e-06,5.25e-06,15.33,-13.84,1.793,4020000000.0,0.0174
5e-13,3e-13,4e-09,1.04e-08,7.47e-10,5.75e-06,5.5e-06,15.36,-13.86,1.79,4000000000.0,0.0175
5e-13,3e-13,4e-09,1.04e-08,7.47e-10,5.75e-06,5.75e-06,15.39,-13.88,1.789,3980000000.0,0.0175
5e-13,3e-13,4e-09,1.04e-08,7.47e-10,5.75e-06,6e-06,15.41,-13.89,1.787,3970000000.0,0.0176
5e-13,3e-13,4e-09,1.04e-08,7.47e-10,6e-06,5e-06,15.51,-14.12,1.798,3910000000.0,0.018
5e-13,3e-13,4e-09,1.04e-08,7.47e-10,6e-06,5.25e-06,15.54,-14.09,1.795,3890000000.0,0.018
5e-13,3e-13,4e-09,1.04e-08,7.47e-10,6e-06,5.5e-06,15.57,-14.06,1.793,3880000000.0,0.0181
5e-13,3e-13,4e-09,1.04e-08,7.47e-10,6e-06,5.75e-06,15.59,-14.03,1.791,3860000000.0,0.0181
5e-13,3e-13,4e-09,1.04e-08,7.47e-10,6e-06,6e-06,15.62,-14.04,1.789,3840000000.0,0.0182
5e-13,3e-13,4e-09,1.04e-08,6e-10,5e-06,5e-06,15.12,-16.23,1.758,5150000000.0,0.0156
5e-13,3e-13,4e-09,1.04e-08,6e-10,5e-06,5.25e-06,15.15,-16.12,1.756,5140000000.0,0.0157
5e-13,3e-13,4e-09,1.04e-08,6e-10,5e-06,5.5e-06,15.17,-16.0,1.754,5130000000.0,0.0157
5e-13,3e-13,4e-09,1.04e-08,6e-10,5e-06,5.75e-06,15.19,-15.96,1.752,5120000000.0,0.0157
5e-13,3e-13,4e-09,1.04e-08,6e-10,5e-06,6e-06,15.21,-15.97,1.75,5110000000.0,0.0158
5e-13,3e-13,4e-09,1.04e-08,6e-10,5.25e-06,5e-06,15.42,-16.58,1.757,4910000000.0,0.0162
5e-13,3e-13,4e-09,1.04e-08,6e-10,5.25e-06,5.25e-06,15.44,-16.52,1.755,4900000000.0,0.0163
5e-13,3e-13,4e-09,1.04e-08,6e-10,5.25e-06,5.5e-06,15.47,-16.47,1.753,4890000000.0,0.0163
5e-13,3e-13,4e-09,1.04e-08,6e-10,5.25e-06,5.75e-06,15.49,-16.4,1.752,4880000000.0,0.0163
5e-13,3e-13,4e-09,1.04e-08,6e-10,5.25e-06,6e-06,15.51,-16.34,1.75,4870000000.0,0.0164
5e-13,3e-13,4e-09,1.04e-08,6e-10,5.5e-06,5e-06,15.69,-16.56,1.76,4700000000.0,0.0168
5e-13,3e-13,4e-09,1.04e-08,6e-10,5.5e-06,5.25e-06,15.72,-16.55,1.757,4690000000.0,0.0169
5e-13,3e-13,4e-09,1.04e-08,6e-10,5.5e-06,5.5e-06,15.74,-16.56,1.755,4680000000.0,0.0169
5e-13,3e-13,4e-09,1.04e-08,6e-10,5.5e-06,5.75e-06,15.76,-16.56,1.753,4670000000.0,0.0169
5e-13,3e-13,4e-09,1.04e-08,6e-10,5.5e-06,6e-06,15.78,-16.55,1.752,4660000000.0,0.017
5e-13,3e-13,4e-09,1.04e-08,6e-10,5.75e-06,5e-06,15.94,-17.06,1.761,4510000000.0,0.0174
5e-13,3e-13,4e-09,1.04e-08,6e-10,5.75e-06,5.25e-06,15.97,-16.96,1.758,4500000000.0,0.0174
5e-13,3e-13,4e-09,1.04e-08,6e-10,5.75e-06,5.5e-06,15.99,-16.86,1.756,4490000000.0,0.0175
5e-13,3e-13,4e-09,1.04e-08,6e-10,5.75e-06,5.75e-06,16.02,-16.76,1.755,4480000000.0,0.0175
5e-13,3e-13,4e-09,1.04e-08,6e-10,5.75e-06,6e-06,16.04,-16.66,1.753,4470000000.0,0.0176
5e-13,3e-13,4e-09,1.04e-08,6e-10,6e-06,5e-06,16.17,-17.22,1.763,4340000000.0,0.018
5e-13,3e-13,4e-09,1.04e-08,6e-10,6e-06,5.25e-06,16.2,-17.2,1.761,4330000000.0,0.018
5e-13,3e-13,4e-09,1.04e-08,6e-10,6e-06,5.5e-06,16.22,-17.16,1.758,4320000000.0,0.0181
5e-13,3e-13,4e-09,1.04e-08,6e-10,6e-06,5.75e-06,16.25,-17.12,1.756,4320000000.0,0.0181
5e-13,3e-13,4e-09,1.04e-08,6e-10,6e-06,6e-06,16.27,-17.07,1.755,4310000000.0,0.0182
5e-13,3e-13,4e-09,1.04e-08,7e-10,5e-06,5e-06,14.76,-13.96,1.785,4710000000.0,0.0156
5e-13,3e-13,4e-09,1.04e-08,7e-10,5e-06,5.25e-06,14.79,-13.92,1.783,4700000000.0,0.0157
5e-13,3e-13,4e-09,1.04e-08,7e-10,5e-06,5.5e-06,14.81,-13.87,1.781,4680000000.0,0.0157
5e-13,3e-13,4e-09,1.04e-08,7e-10,5e-06,5.75e-06,14.83,-13.83,1.779,4660000000.0,0.0157
5e-13,3e-13,4e-09,1.04e-08,7e-10,5e-06,6e-06,14.85,-13.78,1.778,4640000000.0,0.0158
5e-13,3e-13,4e-09,1.04e-08,7e-10,5.25e-06,5e-06,15.03,-14.15,1.782,4510000000.0,0.0162
5e-13,3e-13,4e-09,1.04e-08,7e-10,5.25e-06,5.25e-06,15.06,-14.15,1.78,4490000000.0,0.0163
5e-13,3e-13,4e-09,1.04e-08,7e-10,5.25e-06,5.5e-06,15.08,-14.14,1.778,4480000000.0,0.0163
5e-13,3e-13,4e-09,1.04e-08,7e-10,5.25e-06,5.75e-06,15.1,-14.12,1.776,4460000000.0,0.0163
5e-13,3e-13,4e-09,1.04e-08,7e-10,5.25e-06,6e-06,15.12,-14.1,1.775,4450000000.0,0.0164
5e-13,3e-13,4e-09,1.04e-08,7e-10,5.5e-06,5e-06,15.28,-14.33,1.785,4330000000.0,0.0168
5e-13,3e-13,4e-09,1.04e-08,7e-10,5.5e-06,5.25e-06,15.31,-14.27,1.782,4320000000.0,0.0169
5e-13,3e-13,4e-09,1.04e-08,7e-10,5.5e-06,5.5e-06,15.33,-14.25,1.78,4310000000.0,0.0169
5e-13,3e-13,4e-09,1.04e-08,7e-10,5.5e-06,5.75e-06,15.35,-14.27,1.778,4290000000.0,0.0169
5e-13,3e-13,4e-09,1.04e-08,7e-10,5.5e-06,6e-06,15.37,-14.28,1.777,4280000000.0,0.017
5e-13,3e-13,4e-09,1.04e-08,7e-10,5.75e-06,5e-06,15.51,-14.62,1.783,4180000000.0,0.0174
5e-13,3e-13,4e-09,1.04e-08,7e-10,5.75e-06,5.25e-06,15.54,-14.59,1.781,4170000000.0,0.0174
5e-13,3e-13,4e-09,1.04e-08,7e-10,5.75e-06,5.5e-06,15.56,-14.56,1.779,4150000000.0,0.0175
5e-13,3e-13,4e-09,1.04e-08,7e-10,5.75e-06,5.75e-06,15.58,-14.52,1.777,4140000000.0,0.0175
5e-13,3e-13,4e-09,1.04e-08,7e-10,5.75e-06,6e-06,15.6,-14.48,1.776,4120000000.0,0.0176
5e-13,3e-13,4e-09,1.04e-08,7e-10,6e-06,5e-06,15.72,-14.78,1.786,4040000000.0,0.018
5e-13,3e-13,4e-09,1.04e-08,7e-10,6e-06,5.25e-06,15.74,-14.79,1.784,4030000000.0,0.018
5e-13,3e-13,4e-09,1.04e-08,7e-10,6e-06,5.5e-06,15.77,-14.79,1.781,4020000000.0,0.0181
5e-13,3e-13,4e-09,1.04e-08,7e-10,6e-06,5.75e-06,15.79,-14.78,1.779,4000000000.0,0.0181
5e-13,3e-13,4e-09,1.04e-08,7e-10,6e-06,6e-06,15.82,-14.77,1.777,3990000000.0,0.0182
5e-13,3e-13,4e-09,1.04e-08,8e-10,5e-06,5e-06,14.39,-12.64,1.812,4310000000.0,0.0156
5e-13,3e-13,4e-09,1.04e-08,8e-10,5e-06,5.25e-06,14.41,-12.63,1.81,4290000000.0,0.0157
5e-13,3e-13,4e-09,1.04e-08,8e-10,5e-06,5.5e-06,14.44,-12.62,1.808,4270000000.0,0.0157
5e-13,3e-13,4e-09,1.04e-08,8e-10,5e-06,5.75e-06,14.46,-12.6,1.807,4250000000.0,0.0157
5e-13,3e-13,4e-09,1.04e-08,8e-10,5e-06,6e-06,14.48,-12.59,1.806,4220000000.0,0.0158
5e-13,3e-13,4e-09,1.04e-08,8e-10,5.25e-06,5e-06,14.64,-12.86,1.81,4150000000.0,0.0162
5e-13,3e-13,4e-09,1.04e-08,8e-10,5.25e-06,5.25e-06,14.67,-12.88,1.808,4130000000.0,0.0163
5e-13,3e-13,4e-09,1.04e-08,8e-10,5.25e-06,5.5e-06,14.69,-12.89,1.806,4110000000.0,0.0163
5e-13,3e-13,4e-09,1.04e-08,8e-10,5.25e-06,5.75e-06,14.72,-12.89,1.804,4090000000.0,0.0163
5e-13,3e-13,4e-09,1.04e-08,8e-10,5.25e-06,6e-06,14.74,-12.9,1.802,4060000000.0,0.0164
5e-13,3e-13,4e-09,1.04e-08,8e-10,5.5e-06,5e-06,14.87,-13.04,1.81,4010000000.0,0.0168
5e-13,3e-13,4e-09,1.04e-08,8e-10,5.5e-06,5.25e-06,14.9,-13.04,1.807,3990000000.0,0.0169
5e-13,3e-13,4e-09,1.04e-08,8e-10,5.5e-06,5.5e-06,14.93,-13.07,1.806,3970000000.0,0.0169
5e-13,3e-13,4e-09,1.04e-08,8e-10,5.5e-06,5.75e-06,14.95,-13.1,1.804,3950000000.0,0.0169
5e-13,3e-13,4e-09,1.04e-08,8e-10,5.5e-06,6e-06,14.97,-13.13,1.802,3930000000.0,0.017
5e-13,3e-13,4e-09,1.04e-08,8e-10,5.75e-06,5e-06,15.09,-13.33,1.809,3880000000.0,0.0174
5e-13,3e-13,4e-09,1.04e-08,8e-10,5.75e-06,5.25e-06,15.12,-13.33,1.806,3860000000.0,0.0174
5e-13,3e-13,4e-09,1.04e-08,8e-10,5.75e-06,5.5e-06,15.14,-13.32,1.804,3850000000.0,0.0175
5e-13,3e-13,4e-09,1.04e-08,8e-10,5.75e-06,5.75e-06,15.17,-13.31,1.802,3830000000.0,0.0175
5e-13,3e-13,4e-09,1.04e-08,8e-10,5.75e-06,6e-06,15.19,-13.3,1.801,3810000000.0,0.0176
5e-13,3e-13,4e-09,1.04e-08,8e-10,6e-06,5e-06,15.28,-13.55,1.81,3770000000.0,0.018
5e-13,3e-13,4e-09,1.04e-08,8e-10,6e-06,5.25e-06,15.31,-13.57,1.808,3760000000.0,0.018
5e-13,3e-13,4e-09,1.04e-08,8e-10,6e-06,5.5e-06,15.34,-13.6,1.806,3740000000.0,0.0181
5e-13,3e-13,4e-09,1.04e-08,8e-10,6e-06,5.75e-06,15.36,-13.61,1.804,3720000000.0,0.0181
5e-13,3e-13,4e-09,1.04e-08,8e-10,6e-06,6e-06,15.39,-13.62,1.803,3700000000.0,0.0182
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,5e-06,5e-06,14.24,-12.87,1.86,4340000000.0,0.0156
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,5e-06,5.25e-06,14.27,-12.77,1.858,4310000000.0,0.0157
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,5e-06,5.5e-06,14.29,-12.68,1.856,4280000000.0,0.0157
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,5e-06,5.75e-06,14.32,-12.59,1.855,4240000000.0,0.0157
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,5e-06,6e-06,14.34,-12.51,1.853,4210000000.0,0.0158
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,5.25e-06,5e-06,14.5,-13.48,1.858,4180000000.0,0.0162
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,5.25e-06,5.25e-06,14.53,-13.39,1.855,4150000000.0,0.0163
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,5.25e-06,5.5e-06,14.55,-13.3,1.853,4120000000.0,0.0163
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,5.25e-06,5.75e-06,14.58,-13.22,1.851,4090000000.0,0.0163
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,5.25e-06,6e-06,14.6,-13.15,1.85,4060000000.0,0.0164
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,5.5e-06,5e-06,14.73,-14.04,1.855,4040000000.0,0.0168
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,5.5e-06,5.25e-06,14.76,-13.97,1.853,4020000000.0,0.0169
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,5.5e-06,5.5e-06,14.79,-13.9,1.851,3990000000.0,0.0169
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,5.5e-06,5.75e-06,14.82,-13.83,1.849,3960000000.0,0.0169
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,5.5e-06,6e-06,14.84,-13.77,1.847,3940000000.0,0.017
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,5.75e-06,5e-06,14.95,-14.56,1.854,3920000000.0,0.0174
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,5.75e-06,5.25e-06,14.98,-14.51,1.851,3900000000.0,0.0174
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,5.75e-06,5.5e-06,15.01,-14.46,1.849,3870000000.0,0.0175
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,5.75e-06,5.75e-06,15.03,-14.41,1.847,3850000000.0,0.0175
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,5.75e-06,6e-06,15.06,-14.36,1.845,3820000000.0,0.0176
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,6e-06,5e-06,15.15,-15.01,1.853,3810000000.0,0.018
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,6e-06,5.25e-06,15.18,-15.0,1.851,3790000000.0,0.018
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,6e-06,5.5e-06,15.21,-14.98,1.849,3770000000.0,0.0181
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,6e-06,5.75e-06,15.23,-14.95,1.847,3750000000.0,0.0181
5e-13,3e-13,4e-09,8.4e-09,7.47e-10,6e-06,6e-06,15.26,-14.92,1.845,3730000000.0,0.0182
5e-13,3e-13,4e-09,8.4e-09,6e-10,5e-06,5e-06,14.74,-16.74,1.815,5150000000.0,0.0156
5e-13,3e-13,4e-09,8.4e-09,6e-10,5e-06,5.25e-06,14.76,-16.67,1.812,5130000000.0,0.0157
5e-13,3e-13,4e-09,8.4e-09,6e-10,5e-06,5.5e-06,14.79,-16.59,1.81,5110000000.0,0.0157
5e-13,3e-13,4e-09,8.4e-09,6e-10,5e-06,5.75e-06,14.81,-16.51,1.808,5080000000.0,0.0157
5e-13,3e-13,4e-09,8.4e-09,6e-10,5e-06,6e-06,14.83,-16.44,1.807,5050000000.0,0.0158
5e-13,3e-13,4e-09,8.4e-09,6e-10,5.25e-06,5e-06,15.02,-16.98,1.812,4920000000.0,0.0162
5e-13,3e-13,4e-09,8.4e-09,6e-10,5.25e-06,5.25e-06,15.05,-16.98,1.809,4890000000.0,0.0163
5e-13,3e-13,4e-09,8.4e-09,6e-10,5.25e-06,5.5e-06,15.07,-16.96,1.807,4870000000.0,0.0163
5e-13,3e-13,4e-09,8.4e-09,6e-10,5.25e-06,5.75e-06,15.1,-16.93,1.806,4850000000.0,0.0163
5e-13,3e-13,4e-09,8.4e-09,6e-10,5.25e-06,6e-06,15.12,-16.9,1.804,4820000000.0,0.0164
5e-13,3e-13,4e-09,8.4e-09,6e-10,5.5e-06,5e-06,15.28,-17.21,1.814,4710000000.0,0.0168
5e-13,3e-13,4e-09,8.4e-09,6e-10,5.5e-06,5.25e-06,15.31,-17.1,1.811,4690000000.0,0.0169
5e-13,3e-13,4e-09,8.4e-09,6e-10,5.5e-06,5.5e-06,15.34,-17.03,1.809,4670000000.0,0.0169
5e-13,3e-13,4e-09,8.4e-09,6e-10,5.5e-06,5.75e-06,15.36,-17.07,1.807,4650000000.0,0.0169
5e-13,3e-13,4e-09,8.4e-09,6e-10,5.5e-06,6e-06,15.38,-17.09,1.805,4630000000.0,0.017
5e-13,3e-13,4e-09,8.4e-09,6e-10,5.75e-06,5e-06,15.52,-17.63,1.812,4530000000.0,0.0174
5e-13,3e-13,4e-09,8.4e-09,6e-10,5.75e-06,5.25e-06,15.55,-17.58,1.81,4510000000.0,0.0174
5e-13,3e-13,4e-09,8.4e-09,6e-10,5.75e-06,5.5e-06,15.58,-17.52,1.807,4490000000.0,0.0175
5e-13,3e-13,4e-09,8.4e-09,6e-10,5.75e-06,5.75e-06,15.6,-17.45,1.806,4470000000.0,0.0175
5e-13,3e-13,4e-09,8.4e-09,6e-10,5.75e-06,6e-06,15.62,-17.38,1.804,4450000000.0,0.0176
5e-13,3e-13,4e-09,8.4e-09,6e-10,6e-06,5e-06,15.75,-17.78,1.814,4370000000.0,0.018
5e-13,3e-13,4e-09,8.4e-09,6e-10,6e-06,5.25e-06,15.78,-17.8,1.812,4350000000.0,0.018
5e-13,3e-13,4e-09,8.4e-09,6e-10,6e-06,5.5e-06,15.8,-17.81,1.809,4340000000.0,0.0181
5e-13,3e-13,4e-09,8.4e-09,6e-10,6e-06,5.75e-06,15.83,-17.81,1.807,4320000000.0,0.0181
5e-13,3e-13,4e-09,8.4e-09,6e-10,6e-06,6e-06,15.85,-17.79,1.805,4300000000.0,0.0182
5e-13,3e-13,4e-09,8.4e-09,7e-10,5e-06,5e-06,14.4,-13.89,1.845,4570000000.0,0.0156
5e-13,3e-13,4e-09,8.4e-09,7e-10,5e-06,5.25e-06,14.42,-13.79,1.843,4540000000.0,0.0157
5e-13,3e-13,4e-09,8.4e-09,7e-10,5e-06,5.5e-06,14.45,-13.7,1.841,4510000000.0,0.0157
5e-13,3e-13,4e-09,8.4e-09,7e-10,5e-06,5.75e-06,14.47,-13.61,1.839,4480000000.0,0.0157
5e-13,3e-13,4e-09,8.4e-09,7e-10,5e-06,6e-06,14.49,-13.53,1.838,4450000000.0,0.0158
5e-13,3e-13,4e-09,8.4e-09,7e-10,5.25e-06,5e-06,14.66,-14.48,1.842,4390000000.0,0.0162
5e-13,3e-13,4e-09,8.4e-09,7e-10,5.25e-06,5.25e-06,14.69,-14.4,1.84,4370000000.0,0.0163
5e-13,3e-13,4e-09,8.4e-09,7e-10,5.25e-06,5.5e-06,14.72,-14.32,1.838,4330000000.0,0.0163
5e-13,3e-13,4e-09,8.4e-09,7e-10,5.25e-06,5.75e-06,14.74,-14.25,1.836,4300000000.0,0.0163
5e-13,3e-13,4e-09,8.4e-09,7e-10,5.25e-06,6e-06,14.77,-14.17,1.834,4270000000.0,0.0164
5e-13,3e-13,4e-09,8.4e-09,7e-10,5.5e-06,5e-06,14.9,-14.97,1.841,4240000000.0,0.0168
5e-13,3e-13,4e-09,8.4e-09,7e-10,5.5e-06,5.25e-06,14.93,-14.92,1.839,4210000000.0,0.0169
5e-13,3e-13,4e-09,8.4e-09,7e-10,5.5e-06,5.5e-06,14.96,-14.87,1.837,4180000000.0,0.0169
5e-13,3e-13,4e-09,8.4e-09,7e-10,5.5e-06,5.75e-06,14.99,-14.82,1.835,4150000000.0,0.0169
5e-13,3e-13,4e-09,8.4e-09,7e-10,5.5e-06,6e-06,15.01,-14.76,1.833,4120000000.0,0.017
5e-13,3e-13,4e-09,8.4e-09,7e-10,5.75e-06,5e-06,15.13,-15.37,1.84,4090000000.0,0.0174
5e-13,3e-13,4e-09,8.4e-09,7e-10,5.75e-06,5.25e-06,15.16,-15.35,1.837,4070000000.0,0.0174
5e-13,3e-13,4e-09,8.4e-09,7e-10,5.75e-06,5.5e-06,15.19,-15.33,1.835,4040000000.0,0.0175
5e-13,3e-13,4e-09,8.4e-09,7e-10,5.75e-06,5.75e-06,15.22,-15.31,1.833,4020000000.0,0.0175
5e-13,3e-13,4e-09,8.4e-09,7e-10,5.75e-06,6e-06,15.24,-15.28,1.831,3990000000.0,0.0176
5e-13,3e-13,4e-09,8.4e-09,7e-10,6e-06,5e-06,15.34,-15.65,1.84,3970000000.0,0.018
5e-13,3e-13,4e-09,8.4e-09,7e-10,6e-06,5.25e-06,15.37,-15.68,1.838,3950000000.0,0.018
5e-13,3e-13,4e-09,8.4e-09,7e-10,6e-06,5.5e-06,15.4,-15.7,1.836,3930000000.0,0.0181
5e-13,3e-13,4e-09,8.4e-09,7e-10,6e-06,5.75e-06,15.43,-15.71,1.834,3900000000.0,0.0181
5e-13,3e-13,4e-09,8.4e-09,7e-10,6e-06,6e-06,15.45,-15.71,1.833,3880000000.0,0.0182
5e-13,3e-13,4e-09,8.4e-09,8e-10,5e-06,5e-06,14.06,-11.89,1.878,4110000000.0,0.0156
5e-13,3e-13,4e-09,8.4e-09,8e-10,5e-06,5.25e-06,14.09,-11.8,1.876,4080000000.0,0.0157
5e-13,3e-13,4e-09,8.4e-09,8e-10,5e-06,5.5e-06,14.12,-11.71,1.874,4050000000.0,0.0157
5e-13,3e-13,4e-09,8.4e-09,8e-10,5e-06,5.75e-06,14.14,-11.63,1.873,4020000000.0,0.0157
5e-13,3e-13,4e-09,8.4e-09,8e-10,5e-06,6e-06,14.16,-11.56,1.871,3990000000.0,0.0158
5e-13,3e-13,4e-09,8.4e-09,8e-10,5.25e-06,5e-06,14.31,-12.49,1.876,3980000000.0,0.0162
5e-13,3e-13,4e-09,8.4e-09,8e-10,5.25e-06,5.25e-06,14.34,-12.4,1.873,3950000000.0,0.0163
5e-13,3e-13,4e-09,8.4e-09,8e-10,5.25e-06,5.5e-06,14.37,-12.32,1.871,3920000000.0,0.0163
5e-13,3e-13,4e-09,8.4e-09,8e-10,5.25e-06,5.75e-06,14.39,-12.24,1.869,3890000000.0,0.0163
5e-13,3e-13,4e-09,8.4e-09,8e-10,5.25e-06,6e-06,14.41,-12.16,1.868,3870000000.0,0.0164
5e-13,3e-13,4e-09,8.4e-09,8e-10,5.5e-06,5e-06,14.54,-13.08,1.872,3860000000.0,0.0168
5e-13,3e-13,4e-09,8.4e-09,8e-10,5.5e-06,5.25e-06,14.57,-13.0,1.869,3830000000.0,0.0169
5e-13,3e-13,4e-09,8.4e-09,8e-10,5.5e-06,5.5e-06,14.59,-12.92,1.867,3810000000.0,0.0169
5e-13,3e-13,4e-09,8.4e-09,8e-10,5.5e-06,5.75e-06,14.62,-12.84,1.865,3780000000.0,0.0169
5e-13,3e-13,4e-09,8.4e-09,8e-10,5.5e-06,6e-06,14.64,-12.77,1.864,3760000000.0,0.017
5e-13,3e-13,4e-09,8.4e-09,8e-10,5.75e-06,5e-06,14.74,-13.65,1.871,3760000000.0,0.0174
5e-13,3e-13,4e-09,8.4e-09,8e-10,5.75e-06,5.25e-06,14.77,-13.58,1.868,3730000000.0,0.0174
5e-13,3e-13,4e-09,8.4e-09,8e-10,5.75e-06,5.5e-06,14.8,-13.52,1.866,3710000000.0,0.0175
5e-13,3e-13,4e-09,8.4e-09,8e-10,5.75e-06,5.75e-06,14.83,-13.45,1.864,3690000000.0,0.0175
5e-13,3e-13,4e-09,8.4e-09,8e-10,5.75e-06,6e-06,14.85,-13.39,1.862,3670000000.0,0.0176
5e-13,3e-13,4e-09,8.4e-09,8e-10,6e-06,5e-06,14.93,-14.21,1.869,3670000000.0,0.018
5e-13,3e-13,4e-09,8.4e-09,8e-10,6e-06,5.25e-06,14.96,-14.16,1.866,3640000000.0,0.018
5e-13,3e-13,4e-09,8.4e-09,8e-10,6e-06,5.5e-06,14.99,-14.11,1.864,3620000000.0,0.0181
5e-13,3e-13,4e-09,8.4e-09,8e-10,6e-06,5.75e-06,15.02,-14.06,1.862,3600000000.0,0.0181
5e-13,3e-13,4e-09,8.4e-09,8e-10,6e-06,6e-06,15.04,-14.0,1.86,3580000000.0,0.0182
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,5e-06,5e-06,14.41,-13.53,1.825,4450000000.0,0.0156
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,5e-06,5.25e-06,14.43,-13.52,1.823,4430000000.0,0.0157
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,5e-06,5.5e-06,14.46,-13.51,1.821,4410000000.0,0.0157
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,5e-06,5.75e-06,14.48,-13.49,1.82,4380000000.0,0.0157
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,5e-06,6e-06,14.5,-13.47,1.818,4350000000.0,0.0158
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,5.25e-06,5e-06,14.67,-13.75,1.823,4280000000.0,0.0162
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,5.25e-06,5.25e-06,14.69,-13.77,1.821,4260000000.0,0.0163
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,5.25e-06,5.5e-06,14.72,-13.78,1.819,4230000000.0,0.0163
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,5.25e-06,5.75e-06,14.75,-13.79,1.817,4210000000.0,0.0163
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,5.25e-06,6e-06,14.77,-13.8,1.815,4180000000.0,0.0164
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,5.5e-06,5e-06,14.91,-13.98,1.822,4130000000.0,0.0168
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,5.5e-06,5.25e-06,14.93,-13.95,1.82,4110000000.0,0.0169
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,5.5e-06,5.5e-06,14.96,-13.96,1.818,4080000000.0,0.0169
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,5.5e-06,5.75e-06,14.99,-14.0,1.816,4060000000.0,0.0169
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,5.5e-06,6e-06,15.01,-14.03,1.815,4040000000.0,0.017
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,5.75e-06,5e-06,15.13,-14.28,1.822,4000000000.0,0.0174
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,5.75e-06,5.25e-06,15.16,-14.28,1.819,3980000000.0,0.0174
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,5.75e-06,5.5e-06,15.18,-14.28,1.817,3950000000.0,0.0175
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,5.75e-06,5.75e-06,15.21,-14.27,1.815,3930000000.0,0.0175
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,5.75e-06,6e-06,15.23,-14.26,1.813,3910000000.0,0.0176
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,6e-06,5e-06,15.33,-14.49,1.822,3880000000.0,0.018
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,6e-06,5.25e-06,15.36,-14.53,1.82,3860000000.0,0.018
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,6e-06,5.5e-06,15.39,-14.56,1.818,3840000000.0,0.0181
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,6e-06,5.75e-06,15.41,-14.58,1.816,3820000000.0,0.0181
5e-13,3e-13,4e-09,9.4e-09,7.47e-10,6e-06,6e-06,15.44,-14.6,1.814,3800000000.0,0.0182
