C,R,WLO,WRF,PowerConsumption,IFVoltageSwing,ConversionGain,NoiseFigure
8e-13,400,1.3e-05,2e-05,0.0069,0.0035,5.794,8.185
8e-13,400,1.3e-05,1.5e-05,0.00691,0.0032,4.962,8.311
8e-13,400,1.3e-05,1.6e-05,0.00691,0.0033,5.175,8.265
8e-13,400,1.3e-05,1.7e-05,0.0069,0.00335,5.361,8.231
8e-13,400,1.3e-05,1.8e-05,0.0069,0.00343,5.525,8.208
8e-13,400,1.3e-05,1.9e-05,0.0069,0.0035,5.668,8.193
8e-13,400,1.3e-05,2.1e-05,0.0069,0.00356,5.905,8.184
8e-13,400,1.3e-05,2.2e-05,0.00689,0.00364,6.001,8.188
8e-13,400,1.3e-05,2.3e-05,0.00689,0.00367,6.085,8.197
8e-13,400,1.3e-05,2.4e-05,0.00689,0.00371,6.157,8.209
8e-13,400,1.3e-05,2.5e-05,0.00689,0.00373,6.218,8.225
8e-13,400,1.4e-05,2e-05,0.0069,0.00354,5.732,8.201
8e-13,400,1.4e-05,1.5e-05,0.00691,0.0032,4.899,8.331
8e-13,400,1.4e-05,1.6e-05,0.00691,0.00327,5.111,8.284
8e-13,400,1.4e-05,1.7e-05,0.00691,0.00336,5.298,8.249
8e-13,400,1.4e-05,1.8e-05,0.0069,0.00343,5.462,8.225
8e-13,400,1.4e-05,1.9e-05,0.0069,0.00349,5.606,8.21
8e-13,400,1.4e-05,2.1e-05,0.0069,0.00359,5.843,8.199
8e-13,400,1.4e-05,2.2e-05,0.0069,0.00363,5.94,8.203
8e-13,400,1.4e-05,2.3e-05,0.00689,0.00366,6.024,8.211
8e-13,400,1.4e-05,2.4e-05,0.00689,0.00371,6.097,8.223
8e-13,400,1.4e-05,2.5e-05,0.00689,0.00373,6.159,8.238
8e-13,400,1.5e-05,2e-05,0.0069,0.00351,5.667,8.221
8e-13,400,1.5e-05,1.5e-05,0.00691,0.00321,4.833,8.356
8e-13,400,1.5e-05,1.6e-05,0.00691,0.00329,5.046,8.308
8e-13,400,1.5e-05,1.7e-05,0.00691,0.00336,5.232,8.272
8e-13,400,1.5e-05,1.8e-05,0.00691,0.00342,5.396,8.247
8e-13,400,1.5e-05,1.9e-05,0.0069,0.00347,5.541,8.23
8e-13,400,1.5e-05,2.1e-05,0.0069,0.00356,5.778,8.218
8e-13,400,1.5e-05,2.2e-05,0.0069,0.00362,5.876,8.22
8e-13,400,1.5e-05,2.3e-05,0.00689,0.00366,5.96,8.228
8e-13,400,1.5e-05,2.4e-05,0.00689,0.0037,6.034,8.239
8e-13,400,1.5e-05,2.5e-05,0.00689,0.00372,6.096,8.253
8e-13,425,1e-05,2e-05,0.00667,0.00358,5.971,8.14
8e-13,425,1e-05,1.5e-05,0.00668,0.00325,5.155,8.258
8e-13,425,1e-05,1.6e-05,0.00668,0.00334,5.365,8.214
8e-13,425,1e-05,1.7e-05,0.00668,0.00341,5.548,8.182
8e-13,425,1e-05,1.8e-05,0.00668,0.00349,5.709,8.16
8e-13,425,1e-05,1.9e-05,0.00668,0.00354,5.849,8.146
8e-13,425,1e-05,2.1e-05,0.00667,0.00365,6.077,8.14
8e-13,425,1e-05,2.2e-05,0.00667,0.00368,6.169,8.146
8e-13,425,1e-05,2.3e-05,0.00667,0.00372,6.249,8.155
8e-13,425,1e-05,2.4e-05,0.00667,0.00375,6.316,8.169
8e-13,425,1e-05,2.5e-05,0.00666,0.00379,6.373,8.187
8e-13,425,5e-06,2e-05,0.00659,0.00353,5.668,8.127
8e-13,425,5e-06,1.5e-05,0.0066,0.00321,4.923,8.226
8e-13,425,5e-06,1.6e-05,0.0066,0.00329,5.119,8.185
8e-13,425,5e-06,1.7e-05,0.0066,0.00336,5.288,8.157
8e-13,425,5e-06,1.8e-05,0.0066,0.00343,5.434,8.139
8e-13,425,5e-06,1.9e-05,0.0066,0.00348,5.56,8.129
8e-13,425,5e-06,2.1e-05,0.00659,0.00358,5.759,8.131
8e-13,425,5e-06,2.2e-05,0.00659,0.00361,5.836,8.141
8e-13,425,5e-06,2.3e-05,0.00659,0.00363,5.899,8.155
8e-13,425,5e-06,2.4e-05,0.00658,0.00366,5.95,8.173
8e-13,425,5e-06,2.5e-05,0.00658,0.00369,5.991,8.196
8e-13,425,6e-06,2e-05,0.00663,0.00356,5.786,8.12
8e-13,425,6e-06,1.5e-05,0.00663,0.00325,5.021,8.224
8e-13,425,6e-06,1.6e-05,0.00663,0.00333,5.221,8.182
8e-13,425,6e-06,1.7e-05,0.00663,0.00339,5.395,8.153
8e-13,425,6e-06,1.8e-05,0.00663,0.00346,5.545,8.134
8e-13,425,6e-06,1.9e-05,0.00663,0.00352,5.675,8.123
8e-13,425,6e-06,2.1e-05,0.00662,0.00361,5.882,8.123
8e-13,425,6e-06,2.2e-05,0.00662,0.00366,5.963,8.131
8e-13,425,6e-06,2.3e-05,0.00662,0.00368,6.032,8.144
8e-13,425,6e-06,2.4e-05,0.00662,0.00371,6.088,8.161
8e-13,425,6e-06,2.5e-05,0.00662,0.00373,6.133,8.181
8e-13,425,7e-06,2e-05,0.00665,0.00359,5.867,8.122
8e-13,425,7e-06,1.5e-05,0.00665,0.00325,5.085,8.23
8e-13,425,7e-06,1.6e-05,0.00665,0.00334,5.288,8.188
8e-13,425,7e-06,1.7e-05,0.00665,0.0034,5.465,8.157
8e-13,425,7e-06,1.8e-05,0.00665,0.00347,5.618,8.138
8e-13,425,7e-06,1.9e-05,0.00665,0.00353,5.751,8.126
8e-13,425,7e-06,2.1e-05,0.00664,0.00363,5.966,8.124
8e-13,425,7e-06,2.2e-05,0.00664,0.00367,6.051,8.131
8e-13,425,7e-06,2.3e-05,0.00664,0.00371,6.122,8.142
8e-13,425,7e-06,2.4e-05,0.00664,0.00374,6.182,8.158
8e-13,425,7e-06,2.5e-05,0.00664,0.00376,6.231,8.177
8e-13,425,8e-06,2e-05,0.00666,0.00359,5.923,8.127
8e-13,425,8e-06,1.5e-05,0.00666,0.00324,5.127,8.239
8e-13,425,8e-06,1.6e-05,0.00666,0.00334,5.333,8.196
8e-13,425,8e-06,1.7e-05,0.00666,0.00341,5.513,8.165
8e-13,425,8e-06,1.8e-05,0.00666,0.00348,5.669,8.144
8e-13,425,8e-06,1.9e-05,0.00666,0.00354,5.805,8.132
8e-13,425,8e-06,2.1e-05,0.00666,0.00365,6.025,8.128
8e-13,425,8e-06,2.2e-05,0.00666,0.00369,6.113,8.134
8e-13,425,8e-06,2.3e-05,0.00665,0.00371,6.187,8.145
8e-13,425,8e-06,2.4e-05,0.00665,0.00375,6.25,8.16
8e-13,425,8e-06,2.5e-05,0.00665,0.00377,6.302,8.178
8e-13,425,9e-06,2e-05,0.00667,0.0036,5.959,8.134
8e-13,425,9e-06,1.5e-05,0.00667,0.00326,5.152,8.249
8e-13,425,9e-06,1.6e-05,0.00667,0.00334,5.361,8.205
8e-13,425,9e-06,1.7e-05,0.00667,0.00341,5.542,8.174
8e-13,425,9e-06,1.8e-05,0.00667,0.00347,5.701,8.152
8e-13,425,9e-06,1.9e-05,0.00667,0.00354,5.839,8.139
8e-13,425,9e-06,2.1e-05,0.00667,0.00363,6.063,8.134
8e-13,425,9e-06,2.2e-05,0.00666,0.00369,6.154,8.14
8e-13,425,9e-06,2.3e-05,0.00666,0.00373,6.231,8.15
8e-13,425,9e-06,2.4e-05,0.00666,0.00376,6.296,8.164
8e-13,425,9e-06,2.5e-05,0.00666,0.00377,6.351,8.182
8e-13,425,1.1e-05,2e-05,0.00668,0.00359,5.955,8.147
8e-13,425,1.1e-05,1.5e-05,0.00668,0.00324,5.132,8.266
8e-13,425,1.1e-05,1.6e-05,0.00668,0.00333,5.343,8.221
8e-13,425,1.1e-05,1.7e-05,0.00668,0.00341,5.528,8.189
8e-13,425,1.1e-05,1.8e-05,0.00668,0.00347,5.689,8.167
8e-13,425,1.1e-05,1.9e-05,0.00668,0.00353,5.831,8.153
8e-13,425,1.1e-05,2.1e-05,0.00668,0.00364,6.063,8.147
8e-13,425,1.1e-05,2.2e-05,0.00667,0.00367,6.156,8.152
8e-13,425,1.1e-05,2.3e-05,0.00667,0.00371,6.238,8.162
8e-13,425,1.1e-05,2.4e-05,0.00667,0.00375,6.307,8.175
8e-13,425,1.1e-05,2.5e-05,0.00667,0.00375,6.366,8.193
8e-13,425,1.2e-05,2e-05,0.00668,0.0036,5.915,8.156
8e-13,425,1.2e-05,1.5e-05,0.00669,0.00324,5.087,8.276
8e-13,425,1.2e-05,1.6e-05,0.00669,0.00333,5.299,8.231
8e-13,425,1.2e-05,1.7e-05,0.00669,0.00341,5.485,8.199
8e-13,425,1.2e-05,1.8e-05,0.00668,0.00348,5.647,8.176
8e-13,425,1.2e-05,1.9e-05,0.00668,0.00354,5.79,8.163
8e-13,425,1.2e-05,2.1e-05,0.00668,0.00364,6.024,8.156
8e-13,425,1.2e-05,2.2e-05,0.00668,0.00366,6.118,8.161
8e-13,425,1.2e-05,2.3e-05,0.00667,0.00371,6.201,8.17
8e-13,425,1.2e-05,2.4e-05,0.00667,0.00374,6.271,8.184
8e-13,425,1.2e-05,2.5e-05,0.00667,0.00378,6.331,8.201
8e-13,425,1.3e-05,2e-05,0.00668,0.00358,5.86,8.169
8e-13,425,1.3e-05,1.5e-05,0.00669,0.00324,5.03,8.292
8e-13,425,1.3e-05,1.6e-05,0.00669,0.00332,5.242,8.246
8e-13,425,1.3e-05,1.7e-05,0.00669,0.0034,5.428,8.213
8e-13,425,1.3e-05,1.8e-05,0.00669,0.00347,5.591,8.19
8e-13,425,1.3e-05,1.9e-05,0.00668,0.00353,5.734,8.176
8e-13,425,1.3e-05,2.1e-05,0.00668,0.00361,5.969,8.168
8e-13,425,1.3e-05,2.2e-05,0.00668,0.00367,6.065,8.173
8e-13,425,1.3e-05,2.3e-05,0.00667,0.0037,6.148,8.182
8e-13,425,1.3e-05,2.4e-05,0.00667,0.00369,6.219,8.195
8e-13,425,1.3e-05,2.5e-05,0.00667,0.00377,6.28,8.211
8e-13,425,1.4e-05,2e-05,0.00668,0.00357,5.798,8.187
8e-13,425,1.4e-05,1.5e-05,0.00669,0.00324,4.967,8.314
8e-13,425,1.4e-05,1.6e-05,0.00669,0.00332,5.18,8.267
8e-13,425,1.4e-05,1.7e-05,0.00669,0.00338,5.366,8.233
8e-13,425,1.4e-05,1.8e-05,0.00669,0.00346,5.529,8.21
8e-13,425,1.4e-05,1.9e-05,0.00669,0.00352,5.672,8.195
8e-13,425,1.4e-05,2.1e-05,0.00668,0.00363,5.908,8.185
8e-13,425,1.4e-05,2.2e-05,0.00668,0.00366,6.004,8.189
8e-13,425,1.4e-05,2.3e-05,0.00668,0.0037,6.088,8.197
8e-13,425,1.4e-05,2.4e-05,0.00667,0.00374,6.16,8.21
8e-13,425,1.4e-05,2.5e-05,0.00667,0.00376,6.221,8.225
8e-13,425,1.5e-05,2e-05,0.00668,0.00355,5.736,8.208
8e-13,425,1.5e-05,1.5e-05,0.00669,0.00323,4.905,8.34
8e-13,425,1.5e-05,1.6e-05,0.00669,0.00331,5.117,8.293
8e-13,425,1.5e-05,1.7e-05,0.00669,0.00339,5.303,8.257
8e-13,425,1.5e-05,1.8e-05,0.00669,0.00346,5.466,8.233
8e-13,425,1.5e-05,1.9e-05,0.00669,0.00352,5.61,8.217
8e-13,425,1.5e-05,2.1e-05,0.00668,0.00362,5.846,8.205
8e-13,425,1.5e-05,2.2e-05,0.00668,0.00364,5.943,8.208
8e-13,425,1.5e-05,2.3e-05,0.00668,0.00369,6.027,8.216
8e-13,425,1.5e-05,2.4e-05,0.00667,0.00371,6.099,8.227
8e-13,425,1.5e-05,2.5e-05,0.00667,0.00374,6.161,8.242
8e-13,450,1e-05,2e-05,0.00647,0.00362,6.04,8.126
8e-13,450,1e-05,1.5e-05,0.00648,0.00327,5.227,8.239
8e-13,450,1e-05,1.6e-05,0.00648,0.00336,5.436,8.196
8e-13,450,1e-05,1.7e-05,0.00648,0.00344,5.619,8.165
8e-13,450,1e-05,1.8e-05,0.00648,0.0035,5.779,8.144
8e-13,450,1e-05,1.9e-05,0.00647,0.00357,5.919,8.131
8e-13,450,1e-05,2.1e-05,0.00647,0.00367,6.146,8.126
8e-13,450,1e-05,2.2e-05,0.00647,0.00371,6.238,8.132
8e-13,450,1e-05,2.3e-05,0.00647,0.00375,6.317,8.142
8e-13,450,1e-05,2.4e-05,0.00646,0.00379,6.384,8.157
8e-13,450,1e-05,2.5e-05,0.00646,0.00381,6.441,8.175
8e-13,450,5e-06,2e-05,0.0064,0.00356,5.752,8.11
8e-13,450,5e-06,1.5e-05,0.0064,0.00324,5.007,8.206
8e-13,450,5e-06,1.6e-05,0.0064,0.00331,5.203,8.166
8e-13,450,5e-06,1.7e-05,0.0064,0.00339,5.373,8.138
8e-13,450,5e-06,1.8e-05,0.0064,0.00345,5.519,8.121
8e-13,450,5e-06,1.9e-05,0.0064,0.00351,5.644,8.112
8e-13,450,5e-06,2.1e-05,0.00639,0.0036,5.843,8.115
8e-13,450,5e-06,2.2e-05,0.00639,0.00362,5.919,8.125
8e-13,450,5e-06,2.3e-05,0.00639,0.00366,5.982,8.139
8e-13,450,5e-06,2.4e-05,0.00639,0.00369,6.033,8.158
8e-13,450,5e-06,2.5e-05,0.00639,0.00371,6.073,8.181
8e-13,450,6e-06,2e-05,0.00643,0.00359,5.87,8.104
8e-13,450,6e-06,1.5e-05,0.00643,0.00327,5.105,8.205
8e-13,450,6e-06,1.6e-05,0.00643,0.00334,5.305,8.164
8e-13,450,6e-06,1.7e-05,0.00643,0.00342,5.478,8.136
8e-13,450,6e-06,1.8e-05,0.00643,0.00349,5.628,8.117
8e-13,450,6e-06,1.9e-05,0.00643,0.00354,5.758,8.107
8e-13,450,6e-06,2.1e-05,0.00643,0.00363,5.965,8.108
8e-13,450,6e-06,2.2e-05,0.00642,0.00367,6.046,8.117
8e-13,450,6e-06,2.3e-05,0.00642,0.00369,6.114,8.13
8e-13,450,6e-06,2.4e-05,0.00642,0.00374,6.17,8.147
8e-13,450,6e-06,2.5e-05,0.00642,0.00375,6.214,8.168
8e-13,450,7e-06,2e-05,0.00645,0.00361,5.951,8.107
8e-13,450,7e-06,1.5e-05,0.00645,0.00328,5.17,8.212
8e-13,450,7e-06,1.6e-05,0.00645,0.00336,5.373,8.17
8e-13,450,7e-06,1.7e-05,0.00645,0.00344,5.55,8.141
8e-13,450,7e-06,1.8e-05,0.00645,0.0035,5.703,8.122
8e-13,450,7e-06,1.9e-05,0.00645,0.00356,5.836,8.111
8e-13,450,7e-06,2.1e-05,0.00644,0.00365,6.05,8.109
8e-13,450,7e-06,2.2e-05,0.00644,0.0037,6.134,8.117
8e-13,450,7e-06,2.3e-05,0.00644,0.00372,6.206,8.129
8e-13,450,7e-06,2.4e-05,0.00644,0.00375,6.265,8.145
8e-13,450,7e-06,2.5e-05,0.00644,0.00379,6.314,8.165
8e-13,450,8e-06,2e-05,0.00646,0.00361,6.006,8.113
8e-13,450,8e-06,1.5e-05,0.00646,0.00328,5.212,8.221
8e-13,450,8e-06,1.6e-05,0.00646,0.00337,5.418,8.179
8e-13,450,8e-06,1.7e-05,0.00646,0.00344,5.597,8.149
8e-13,450,8e-06,1.8e-05,0.00646,0.00351,5.753,8.129
8e-13,450,8e-06,1.9e-05,0.00646,0.00357,5.888,8.117
8e-13,450,8e-06,2.1e-05,0.00646,0.00366,6.108,8.115
8e-13,450,8e-06,2.2e-05,0.00646,0.00371,6.195,8.121
8e-13,450,8e-06,2.3e-05,0.00645,0.00375,6.27,8.133
8e-13,450,8e-06,2.4e-05,0.00645,0.00378,6.332,8.148
8e-13,450,8e-06,2.5e-05,0.00645,0.0038,6.384,8.167
8e-13,450,9e-06,2e-05,0.00647,0.00363,6.038,8.119
8e-13,450,9e-06,1.5e-05,0.00647,0.00328,5.232,8.231
8e-13,450,9e-06,1.6e-05,0.00647,0.00337,5.44,8.188
8e-13,450,9e-06,1.7e-05,0.00647,0.00343,5.622,8.157
8e-13,450,9e-06,1.8e-05,0.00647,0.00351,5.78,8.137
8e-13,450,9e-06,1.9e-05,0.00647,0.00357,5.918,8.125
8e-13,450,9e-06,2.1e-05,0.00646,0.00367,6.142,8.121
8e-13,450,9e-06,2.2e-05,0.00646,0.00371,6.231,8.127
8e-13,450,9e-06,2.3e-05,0.00646,0.00374,6.308,8.137
8e-13,450,9e-06,2.4e-05,0.00646,0.00377,6.373,8.152
8e-13,450,9e-06,2.5e-05,0.00646,0.0038,6.428,8.17
8e-13,450,1.1e-05,2e-05,0.00648,0.00361,6.015,8.132
8e-13,450,1.1e-05,1.5e-05,0.00648,0.00328,5.195,8.247
8e-13,450,1.1e-05,1.6e-05,0.00648,0.00336,5.406,8.204
8e-13,450,1.1e-05,1.7e-05,0.00648,0.00342,5.59,8.172
8e-13,450,1.1e-05,1.8e-05,0.00648,0.00347,5.751,8.151
8e-13,450,1.1e-05,1.9e-05,0.00648,0.00355,5.892,8.138
8e-13,450,1.1e-05,2.1e-05,0.00647,0.00366,6.123,8.133
8e-13,450,1.1e-05,2.2e-05,0.00647,0.0037,6.216,8.138
8e-13,450,1.1e-05,2.3e-05,0.00647,0.00374,6.296,8.149
8e-13,450,1.1e-05,2.4e-05,0.00647,0.00378,6.365,8.163
8e-13,450,1.1e-05,2.5e-05,0.00646,0.00378,6.423,8.18
8e-13,450,1.2e-05,2e-05,0.00648,0.00362,5.97,8.142
8e-13,450,1.2e-05,1.5e-05,0.00649,0.00328,5.145,8.259
8e-13,450,1.2e-05,1.6e-05,0.00649,0.00335,5.357,8.215
8e-13,450,1.2e-05,1.7e-05,0.00648,0.00344,5.542,8.183
8e-13,450,1.2e-05,1.8e-05,0.00648,0.0035,5.704,8.161
8e-13,450,1.2e-05,1.9e-05,0.00648,0.00356,5.846,8.148
8e-13,450,1.2e-05,2.1e-05,0.00648,0.00365,6.078,8.142
8e-13,450,1.2e-05,2.2e-05,0.00647,0.0037,6.173,8.147
8e-13,450,1.2e-05,2.3e-05,0.00647,0.00374,6.254,8.157
8e-13,450,1.2e-05,2.4e-05,0.00647,0.00378,6.324,8.171
8e-13,450,1.2e-05,2.5e-05,0.00647,0.00381,6.384,8.189
8e-13,450,1.3e-05,2e-05,0.00648,0.0036,5.914,8.156
8e-13,450,1.3e-05,1.5e-05,0.00649,0.00327,5.087,8.276
8e-13,450,1.3e-05,1.6e-05,0.00649,0.00335,5.299,8.231
8e-13,450,1.3e-05,1.7e-05,0.00649,0.00343,5.484,8.199
8e-13,450,1.3e-05,1.8e-05,0.00648,0.00349,5.647,8.176
8e-13,450,1.3e-05,1.9e-05,0.00648,0.00356,5.79,8.163
8e-13,450,1.3e-05,2.1e-05,0.00648,0.00366,6.023,8.156
8e-13,450,1.3e-05,2.2e-05,0.00647,0.00369,6.118,8.161
8e-13,450,1.3e-05,2.3e-05,0.00647,0.00374,6.201,8.17
8e-13,450,1.3e-05,2.4e-05,0.00647,0.00375,6.271,8.183
8e-13,450,1.3e-05,2.5e-05,0.00647,0.00379,6.331,8.2
8e-13,450,1.4e-05,2e-05,0.00648,0.00359,5.854,8.175
8e-13,450,1.4e-05,1.5e-05,0.00649,0.00326,5.027,8.299
8e-13,450,1.4e-05,1.6e-05,0.00649,0.00336,5.239,8.253
8e-13,450,1.4e-05,1.7e-05,0.00649,0.00343,5.424,8.22
8e-13,450,1.4e-05,1.8e-05,0.00649,0.00349,5.587,8.197
8e-13,450,1.4e-05,1.9e-05,0.00648,0.00355,5.729,8.182
8e-13,450,1.4e-05,2.1e-05,0.00648,0.00366,5.964,8.174
8e-13,450,1.4e-05,2.2e-05,0.00648,0.00369,6.059,8.178
8e-13,450,1.4e-05,2.3e-05,0.00647,0.00373,6.142,8.186
8e-13,450,1.4e-05,2.4e-05,0.00647,0.00374,6.214,8.199
8e-13,450,1.4e-05,2.5e-05,0.00647,0.0038,6.274,8.215
8e-13,450,1.5e-05,2e-05,0.00648,0.00357,5.795,8.197
8e-13,450,1.5e-05,1.5e-05,0.00649,0.00326,4.967,8.327
8e-13,450,1.5e-05,1.6e-05,0.00649,0.00334,5.179,8.28
8e-13,450,1.5e-05,1.7e-05,0.00649,0.00341,5.364,8.245
8e-13,450,1.5e-05,1.8e-05,0.00649,0.00348,5.527,8.221
8e-13,450,1.5e-05,1.9e-05,0.00648,0.00351,5.67,8.205
8e-13,450,1.5e-05,2.1e-05,0.00648,0.00364,5.905,8.195
8e-13,450,1.5e-05,2.2e-05,0.00648,0.00367,6.001,8.198
8e-13,450,1.5e-05,2.3e-05,0.00647,0.0037,6.084,8.206
8e-13,450,1.5e-05,2.4e-05,0.00647,0.00377,6.156,8.217
8e-13,450,1.5e-05,2.5e-05,0.00647,0.00378,6.217,8.233
8e-13,475,1e-05,2e-05,0.00628,0.00363,6.095,8.113
8e-13,475,1e-05,1.5e-05,0.00629,0.0033,5.284,8.223
8e-13,475,1e-05,1.6e-05,0.00629,0.00338,5.493,8.181
8e-13,475,1e-05,1.7e-05,0.00629,0.00346,5.675,8.15
8e-13,475,1e-05,1.8e-05,0.00629,0.00353,5.835,8.13
8e-13,475,1e-05,1.9e-05,0.00629,0.00359,5.974,8.118
8e-13,475,1e-05,2.1e-05,0.00628,0.0037,6.201,8.114
8e-13,475,1e-05,2.2e-05,0.00628,0.00373,6.292,8.12
8e-13,475,1e-05,2.3e-05,0.00628,0.00378,6.37,8.131
8e-13,475,1e-05,2.4e-05,0.00627,0.00379,6.437,8.146
8e-13,475,1e-05,2.5e-05,0.00627,0.00383,6.493,8.164
8e-13,475,5e-06,2e-05,0.00621,0.00358,5.833,8.094
8e-13,475,5e-06,1.5e-05,0.00622,0.00326,5.088,8.187
8e-13,475,5e-06,1.6e-05,0.00622,0.00333,5.285,8.148
8e-13,475,5e-06,1.7e-05,0.00622,0.00341,5.454,8.121
8e-13,475,5e-06,1.8e-05,0.00622,0.00347,5.6,8.104
8e-13,475,5e-06,1.9e-05,0.00622,0.00353,5.726,8.095
8e-13,475,5e-06,2.1e-05,0.00621,0.00362,5.924,8.099
8e-13,475,5e-06,2.2e-05,0.00621,0.00365,6.0,8.109
8e-13,475,5e-06,2.3e-05,0.00621,0.00368,6.063,8.125
8e-13,475,5e-06,2.4e-05,0.0062,0.00371,6.114,8.144
8e-13,475,5e-06,2.5e-05,0.0062,0.00372,6.153,8.167
8e-13,475,6e-06,2e-05,0.00624,0.00361,5.944,8.091
8e-13,475,6e-06,1.5e-05,0.00625,0.00329,5.18,8.188
8e-13,475,6e-06,1.6e-05,0.00625,0.00336,5.38,8.148
8e-13,475,6e-06,1.7e-05,0.00625,0.00344,5.553,8.121
8e-13,475,6e-06,1.8e-05,0.00625,0.00351,5.703,8.103
8e-13,475,6e-06,1.9e-05,0.00624,0.00356,5.832,8.093
8e-13,475,6e-06,2.1e-05,0.00624,0.00365,6.039,8.095
8e-13,475,6e-06,2.2e-05,0.00624,0.0037,6.12,8.104
8e-13,475,6e-06,2.3e-05,0.00624,0.00373,6.187,8.117
8e-13,475,6e-06,2.4e-05,0.00623,0.00376,6.243,8.135
8e-13,475,6e-06,2.5e-05,0.00623,0.00378,6.287,8.156
8e-13,475,7e-06,2e-05,0.00626,0.00362,6.023,8.095
8e-13,475,7e-06,1.5e-05,0.00627,0.00329,5.243,8.196
8e-13,475,7e-06,1.6e-05,0.00627,0.00338,5.446,8.155
8e-13,475,7e-06,1.7e-05,0.00626,0.00345,5.623,8.127
8e-13,475,7e-06,1.8e-05,0.00626,0.00352,5.776,8.108
8e-13,475,7e-06,1.9e-05,0.00626,0.00357,5.908,8.098
8e-13,475,7e-06,2.1e-05,0.00626,0.00367,6.122,8.097
8e-13,475,7e-06,2.2e-05,0.00626,0.00371,6.206,8.105
8e-13,475,7e-06,2.3e-05,0.00625,0.00374,6.277,8.118
8e-13,475,7e-06,2.4e-05,0.00625,0.00378,6.336,8.134
8e-13,475,7e-06,2.5e-05,0.00625,0.0038,6.385,8.154
8e-13,475,8e-06,2e-05,0.00627,0.00364,6.076,8.101
8e-13,475,8e-06,1.5e-05,0.00628,0.0033,5.282,8.205
8e-13,475,8e-06,1.6e-05,0.00628,0.00338,5.488,8.164
8e-13,475,8e-06,1.7e-05,0.00628,0.00346,5.667,8.135
8e-13,475,8e-06,1.8e-05,0.00627,0.00351,5.823,8.116
8e-13,475,8e-06,1.9e-05,0.00627,0.00359,5.958,8.105
8e-13,475,8e-06,2.1e-05,0.00627,0.00369,6.177,8.103
8e-13,475,8e-06,2.2e-05,0.00627,0.00373,6.264,8.11
8e-13,475,8e-06,2.3e-05,0.00627,0.00376,6.338,8.122
8e-13,475,8e-06,2.4e-05,0.00626,0.00379,6.4,8.137
8e-13,475,8e-06,2.5e-05,0.00626,0.00382,6.452,8.157
8e-13,475,9e-06,2e-05,0.00628,0.00365,6.101,8.107
8e-13,475,9e-06,1.5e-05,0.00629,0.0033,5.297,8.215
8e-13,475,9e-06,1.6e-05,0.00629,0.00337,5.505,8.173
8e-13,475,9e-06,1.7e-05,0.00628,0.00346,5.686,8.143
8e-13,475,9e-06,1.8e-05,0.00628,0.00352,5.844,8.123
8e-13,475,9e-06,1.9e-05,0.00628,0.00358,5.981,8.112
8e-13,475,9e-06,2.1e-05,0.00628,0.00369,6.204,8.109
8e-13,475,9e-06,2.2e-05,0.00627,0.00371,6.294,8.115
8e-13,475,9e-06,2.3e-05,0.00627,0.00376,6.37,8.127
8e-13,475,9e-06,2.4e-05,0.00627,0.0038,6.435,8.142
8e-13,475,9e-06,2.5e-05,0.00627,0.00382,6.489,8.16
8e-13,475,1.1e-05,2e-05,0.00629,0.00364,6.063,8.12
8e-13,475,1.1e-05,1.5e-05,0.0063,0.0033,5.245,8.231
8e-13,475,1.1e-05,1.6e-05,0.00629,0.00339,5.456,8.189
8e-13,475,1.1e-05,1.7e-05,0.00629,0.00346,5.639,8.158
8e-13,475,1.1e-05,1.8e-05,0.00629,0.00352,5.8,8.137
8e-13,475,1.1e-05,1.9e-05,0.00629,0.00357,5.941,8.125
8e-13,475,1.1e-05,2.1e-05,0.00628,0.00369,6.17,8.121
8e-13,475,1.1e-05,2.2e-05,0.00628,0.00373,6.263,8.127
8e-13,475,1.1e-05,2.3e-05,0.00628,0.00376,6.343,8.137
8e-13,475,1.1e-05,2.4e-05,0.00628,0.0038,6.411,8.152
8e-13,475,1.1e-05,2.5e-05,0.00628,0.00383,6.469,8.17
8e-13,475,1.2e-05,2e-05,0.00629,0.00363,6.016,8.13
8e-13,475,1.2e-05,1.5e-05,0.0063,0.00329,5.193,8.244
8e-13,475,1.2e-05,1.6e-05,0.0063,0.00336,5.404,8.2
8e-13,475,1.2e-05,1.7e-05,0.0063,0.00345,5.589,8.169
8e-13,475,1.2e-05,1.8e-05,0.00629,0.00353,5.75,8.148
8e-13,475,1.2e-05,1.9e-05,0.00629,0.00358,5.892,8.136
8e-13,475,1.2e-05,2.1e-05,0.00629,0.00368,6.124,8.131
8e-13,475,1.2e-05,2.2e-05,0.00628,0.00372,6.217,8.136
8e-13,475,1.2e-05,2.3e-05,0.00628,0.00377,6.298,8.147
8e-13,475,1.2e-05,2.4e-05,0.00628,0.0038,6.368,8.161
8e-13,475,1.2e-05,2.5e-05,0.00628,0.00382,6.426,8.178
8e-13,475,1.3e-05,2e-05,0.00629,0.00364,5.961,8.145
8e-13,475,1.3e-05,1.5e-05,0.0063,0.00329,5.135,8.262
8e-13,475,1.3e-05,1.6e-05,0.0063,0.00336,5.347,8.218
8e-13,475,1.3e-05,1.7e-05,0.0063,0.00346,5.532,8.186
8e-13,475,1.3e-05,1.8e-05,0.0063,0.00352,5.694,8.165
8e-13,475,1.3e-05,1.9e-05,0.00629,0.00357,5.836,8.151
